x,y,label
0.652,0.691,1
0.598,0.667,1
0.524,0.715,1
0.654,0.701,1
0.607,0.877,1
0.575,0.782,1
0.872,0.44,1
0.862,0.395,1
0.467,0.656,1
0.653,0.746,1
0.669,0.123,1
0.835,0.4,1
0.683,0.652,1
0.878,0.271,1
0.514,0.718,1
0.674,0.964,1
0.65,0.903,1
0.677,0.63,1
0.664,0.178,1
0.817,0.083,1
0.94,0.247,1
0.857,0.29,1
0.677,0.913,1
0.628,0.061,1
0.735,0.035,1
0.921,0.295,1
0.66,0.166,1
0.811,0.085,1
0.729,0.963,1
0.778,0.936,1
0.821,0.428,1
0.606,0.932,1
0.679,0.205,1
0.707,0.878,1
0.752,0.385,1
0.628,0.593,1
0.873,0.299,1
0.656,0.973,1
0.569,0.597,1
0.583,0.674,1
0.745,0.425,1
0.675,0.917,1
0.898,0.331,1
0.781,1.002,1
0.631,0.976,1
0.817,0.105,1
0.665,0.884,1
0.56,0.077,1
0.869,0.295,1
0.618,0.701,1
0.522,0.655,1
0.83,0.277,1
0.729,0.085,1
0.618,0.653,1
0.885,0.314,1
0.657,0.819,1
0.736,0.104,1
0.786,0.314,1
0.489,0.699,1
0.801,0.36,1
0.563,0.958,1
0.868,0.313,1
0.616,0.685,1
0.533,0.712,1
0.638,0.886,1
0.698,0.054,1
0.609,0.687,1
0.731,0.988,1
0.806,0.345,1
0.849,0.168,1
0.745,0.069,1
0.815,0.377,1
0.78,0.394,1
0.687,0.184,1
0.749,0.921,1
0.578,0.738,1
0.852,0.284,1
0.615,0.65,1
0.668,0.816,1
0.693,1.018,1
0.66,0.952,1
0.64,0.599,1
0.642,0.686,1
0.574,0.916,1
0.672,0.849,1
0.535,0.591,1
0.773,0.169,1
0.691,0.134,1
0.8,0.3,1
0.899,0.289,1
0.797,0.331,1
0.7,0.127,1
0.604,0.617,1
0.717,0.906,1
0.735,0.099,1
0.629,0.687,1
0.799,0.073,1
0.777,0.406,1
0.745,0.028,1
0.725,0.375,1
0.842,0.228,1
0.669,0.966,1
0.691,0.184,1
0.751,0.15,1
0.812,0.389,1
0.82,0.353,1
0.603,0.941,1
0.755,0.316,1
0.588,0.593,1
0.725,0.105,1
0.648,0.111,1
0.723,0.072,1
0.668,0.087,1
0.799,0.283,1
0.739,0.089,1
0.504,0.903,1
0.629,0.08,1
0.57,0.836,1
0.825,0.407,1
0.866,0.298,1
0.707,0.862,1
0.758,0.109,1
0.779,0.349,1
0.679,0.155,1
0.571,0.699,1
0.629,0.687,1
0.679,0.039,1
0.815,0.425,1
0.67,0.646,1
0.746,0.031,1
0.692,0.131,1
0.565,0.643,1
0.695,0.698,1
0.594,0.579,1
0.674,0.068,1
0.873,0.272,1
0.622,0.626,1
0.561,0.583,1
0.709,0.127,1
0.688,0.909,1
0.503,0.736,1
0.522,0.693,1
0.784,0.174,1
0.779,0.123,1
0.746,0.989,1
0.721,0.151,1
0.827,0.383,1
0.605,0.955,1
0.714,0.681,1
0.713,0.096,1
0.547,0.645,1
0.764,0.941,1
0.847,0.308,1
0.765,0.212,1
0.696,0.331,1
0.529,0.586,1
0.533,0.652,1
0.815,0.35,1
0.709,0.13,1
0.704,0.874,1
0.812,0.063,1
0.705,0.893,1
0.517,0.639,1
0.722,0.065,1
0.744,1.008,1
0.655,0.107,1
0.607,0.659,1
0.691,0.101,1
0.572,0.585,1
0.656,0.678,1
0.584,0.686,1
0.638,1.02,1
0.717,0.876,1
0.656,1.074,1
0.633,0.677,1
0.579,0.663,1
0.768,0.99,1
0.605,0.985,1
0.739,0.143,1
0.618,0.73,1
0.745,0.017,1
0.597,0.616,1
0.544,0.96,1
0.669,0.679,1
0.673,0.854,1
0.57,0.584,1
0.739,0.293,1
0.554,0.801,1
0.635,1.06,1
0.634,0.684,1
0.865,0.316,1
0.654,0.725,1
0.662,0.954,1
0.686,0.897,1
0.632,0.646,1
0.78,0.171,1
0.636,1.015,1
0.765,0.043,1
0.652,0.877,1
0.656,0.682,1
0.711,0.948,1
0.723,0.234,1
0.804,0.358,1
0.742,0.359,1
0.656,0.698,1
0.689,1.049,1
0.768,0.312,1
0.65,0.894,1
0.625,0.496,1
0.787,0.968,1
0.579,0.643,1
0.743,0.072,1
0.702,0.111,1
0.621,0.612,1
0.707,0.867,1
0.679,0.668,1
0.798,0.151,1
0.721,0.135,1
0.707,0.017,1
0.643,0.683,1
0.648,0.035,1
0.546,0.719,1
0.748,0.147,1
0.474,0.633,1
0.576,0.667,1
0.601,0.241,1
0.882,0.263,1
0.621,0.874,1
0.753,0.158,1
0.735,1.01,1
0.768,0.395,1
0.473,0.636,1
0.596,0.133,1
0.587,0.565,1
0.692,0.138,1
0.558,0.669,1
0.521,0.082,1
0.668,0.957,1
0.583,0.623,1
0.723,0.986,1
0.844,0.095,1
0.663,0.415,1
0.696,0.066,1
0.648,0.688,1
0.611,0.689,1
0.645,0.113,1
0.6,0.71,1
0.647,0.662,1
0.815,0.394,1
0.723,0.667,1
0.747,0.034,1
0.78,0.966,1
0.6,0.667,1
0.525,0.763,1
0.743,0.889,1
0.742,0.034,1
0.749,0.149,1
0.781,0.122,1
0.682,0.125,1
0.872,0.354,1
0.807,0.908,1
0.648,0.627,1
0.812,0.235,1
0.564,0.682,1
0.596,0.534,1
0.873,0.385,1
0.834,0.408,1
0.782,0.317,1
0.562,0.625,1
0.851,0.372,1
0.514,0.781,1
0.62,0.975,1
0.871,0.275,1
0.761,0.963,1
0.617,0.185,1
0.598,0.891,1
0.676,0.218,1
0.765,0.92,1
0.607,0.118,1
0.593,0.883,1
0.768,0.966,1
0.805,0.963,1
0.863,0.387,1
0.679,0.035,1
0.724,0.928,1
0.596,0.706,1
0.633,0.957,1
0.817,0.402,1
0.575,0.77,1
0.694,0.202,1
0.686,0.076,1
0.759,1.082,1
0.67,0.703,1
0.735,0.328,1
0.533,0.717,1
0.717,0.947,1
0.641,0.143,1
0.715,0.89,1
0.716,0.968,1
0.877,0.265,1
0.686,0.648,1
0.617,0.233,1
0.664,0.205,1
0.639,0.914,1
0.686,0.138,1
0.662,0.055,1
0.729,0.706,1
0.491,0.694,1
0.752,0.159,1
0.839,0.35,1
0.734,0.251,1
0.53,0.728,1
0.692,0.959,1
0.861,0.301,1
0.773,0.306,1
0.613,0.65,1
0.714,0.779,1
0.698,0.3,1
0.696,0.936,1
0.574,0.728,1
0.671,0.897,1
0.781,0.15,1
0.659,0.072,1
0.812,0.386,1
0.831,0.262,1
0.847,0.338,1
0.581,0.597,1
0.692,0.964,1
0.929,0.398,1
0.561,0.817,1
0.699,0.045,1
0.821,0.281,1
0.951,0.286,1
0.695,0.943,1
0.772,0.227,1
0.772,0.895,1
0.663,0.153,1
0.729,0.654,1
0.574,0.574,1
0.649,0.639,1
0.62,0.669,1
0.797,0.377,1
0.602,0.04,1
0.805,0.231,1
0.716,0.087,1
0.918,0.266,1
0.928,0.433,1
0.604,0.655,1
0.779,0.97,1
0.666,0.969,1
0.63,0.631,1
0.733,0.153,1
0.84,0.232,1
0.708,0.961,1
0.479,0.697,1
0.705,0.133,1
0.593,0.963,1
0.682,0.649,1
0.522,0.722,1
0.785,0.004,1
0.65,0.088,1
0.819,0.347,1
0.889,0.335,1
0.704,0.145,1
0.618,0.578,1
0.759,0.196,1
0.447,0.669,1
0.75,0.342,1
0.761,0.033,1
0.742,0.373,1
0.825,0.402,1
0.707,0.873,1
0.771,0.329,1
0.697,0.145,1
0.673,0.89,1
0.902,0.347,1
0.566,0.114,1
0.773,0.125,1
0.671,0.237,1
0.74,1.046,1
0.829,0.347,1
0.679,0.104,1
0.647,0.876,1
0.649,0.889,1
0.841,0.356,1
0.556,0.694,1
0.495,0.728,1
0.864,0.247,1
0.802,0.108,1
0.782,0.331,1
0.74,0.055,1
0.6,0.682,1
0.595,0.71,1
0.867,0.322,1
0.725,0.973,1
0.69,0.36,1
0.76,0.823,1
0.605,0.935,1
0.838,0.269,1
0.738,0.078,1
0.722,0.93,1
0.928,0.417,1
0.748,0.911,1
0.775,0.366,1
0.686,0.642,1
0.861,0.211,1
0.822,0.086,1
0.766,0.096,1
0.795,0.332,1
0.65,1.011,1
0.727,1.06,1
0.664,0.133,1
0.657,0.748,1
0.665,0.988,1
0.866,0.275,1
0.667,0.001,1
0.77,0.326,1
0.787,0.366,1
0.83,0.253,1
0.77,0.336,1
0.695,0.056,1
0.574,0.743,1
0.786,0.336,1
0.968,0.365,1
0.739,0.958,1
0.712,0.076,1
0.544,0.681,1
0.447,0.693,1
0.418,0.684,1
0.675,0.054,1
0.725,0.111,1
0.736,0.142,1
0.517,0.692,1
0.853,0.359,1
0.719,1.023,1
0.721,0.121,1
0.621,0.123,1
0.807,0.87,1
0.749,0.135,1
0.538,0.615,1
0.619,0.645,1
0.494,0.704,1
0.808,0.333,1
0.66,0.224,1
0.696,1.064,1
0.709,0.107,1
0.669,0.591,1
0.601,0.66,1
0.58,0.69,1
0.928,0.309,1
0.763,0.046,1
0.721,0.127,1
0.791,0.955,1
0.922,0.354,1
0.725,0.839,1
0.542,0.666,1
0.912,0.326,1
0.561,0.693,1
0.623,0.008,1
0.521,0.624,1
0.777,0.365,1
0.664,0.13,1
0.681,0.985,1
0.717,0.901,1
0.804,0.986,1
0.612,0.948,1
0.756,0.079,1
0.548,0.73,1
0.681,0.084,1
0.684,0.118,1
0.628,1.017,1
0.633,0.865,1
0.678,0.201,1
0.65,0.186,1
0.611,0.626,1
0.779,0.37,1
0.79,0.268,1
0.744,0.372,1
0.713,0.379,1
0.579,0.605,1
0.696,0.119,1
0.63,0.069,1
0.654,0.696,1
0.814,0.119,1
0.601,0.813,1
0.607,0.741,1
0.897,0.305,1
0.502,0.534,1
0.699,0.973,1
0.611,0.901,1
0.75,0.971,1
0.54,0.698,1
0.7,0.146,1
0.751,0.089,1
0.809,0.34,1
0.696,0.853,1
0.824,0.869,1
0.872,0.332,1
0.76,0.942,1
0.805,0.322,1
0.673,0.599,1
0.724,1.019,1
0.81,0.036,1
0.622,0.722,1
0.755,0.023,1
0.637,0.237,1
0.528,0.693,1
0.801,0.353,1
0.689,0.096,1
0.733,0.316,1
0.984,0.297,1
0.635,0.67,1
0.543,0.928,1
0.975,0.328,1
0.484,0.658,1
0.59,0.661,1
0.726,0.916,1
0.65,0.96,1
0.658,0.13,1
0.697,0.976,1
0.782,0.356,1
0.714,0.17,1
0.762,0.038,1
0.567,0.187,1
0.67,0.123,1
0.7,0.627,1
0.796,0.018,1
0.786,0.362,1
0.704,0.056,1
0.72,0.941,1
0.621,0.579,1
0.59,0.581,1
0.791,0.844,1
0.693,0.733,1
0.755,0.256,1
0.817,0.057,1
0.598,0.93,1
0.772,0.302,1
0.81,0.98,1
0.854,0.426,1
0.686,0.645,1
0.606,0.662,1
0.641,0.662,1
0.923,0.328,1
0.708,0.27,1
0.681,0.669,1
0.778,0.344,1
0.541,1.019,1
0.591,0.655,1
0.898,0.448,1
0.718,0.091,1
0.883,0.361,1
0.808,0.375,1
0.721,0.252,1
0.79,0.954,1
0.662,0.578,1
0.692,0.134,1
0.719,0.725,1
0.656,0.931,1
0.66,0.115,1
0.731,0.078,1
0.721,0.802,1
0.545,0.657,1
0.852,0.342,1
0.585,0.583,1
0.735,0.02,1
0.646,0.086,1
0.529,0.542,1
0.622,0.606,1
0.658,0.929,1
0.676,0.049,1
0.712,0.945,1
0.913,0.353,1
0.898,0.374,1
0.711,0.336,1
0.677,0.112,1
0.698,0.196,1
0.912,0.315,1
0.674,0.082,1
0.595,0.824,1
0.71,0.979,1
0.715,0.351,1
0.633,0.995,1
0.844,0.325,1
0.821,0.352,1
0.761,0.329,1
0.552,0.585,1
0.681,0.945,1
0.838,0.314,1
0.638,0.649,1
0.68,0.926,1
0.778,0.243,1
0.675,0.147,1
0.591,0.619,1
0.832,0.304,1
0.677,0.857,1
0.715,0.923,1
0.758,0.853,1
0.522,0.763,1
0.648,0.649,1
0.625,0.646,1
0.647,0.195,1
0.7,0.154,1
0.826,0.336,1
0.734,0.36,1
0.712,0.9,1
0.718,0.853,1
0.622,1.024,1
0.528,0.937,1
0.69,0.01,1
0.599,0.653,1
0.683,0.938,1
0.721,0.101,1
0.682,0.029,1
0.728,0.96,1
0.709,0.932,1
0.692,0.907,1
0.558,0.933,1
0.859,0.387,1
0.761,0.97,1
0.618,0.741,1
0.691,0.921,1
0.789,0.347,1
0.915,0.336,1
0.721,0.976,1
0.929,0.323,1
0.758,0.927,1
0.535,0.692,1
0.703,0.092,1
0.644,0.88,1
0.838,0.34,1
0.892,0.24,1
0.609,0.164,1
0.77,0.324,1
0.597,0.956,1
0.713,0.946,1
0.796,0.269,1
0.68,0.652,1
0.599,0.986,1
0.632,1.037,1
0.546,0.608,1
0.622,0.877,1
0.605,0.51,1
0.852,0.394,1
0.936,0.364,1
0.69,0.937,1
0.847,0.359,1
0.679,0.877,1
0.642,0.65,1
0.807,0.356,1
0.776,1.047,1
0.685,1.001,1
0.712,0.1,1
0.576,0.655,1
0.561,0.64,1
0.704,0.846,1
0.715,0.051,1
0.937,0.296,1
0.748,0.114,1
0.624,0.974,1
0.763,0.952,1
0.82,0.259,1
0.513,0.666,1
0.59,0.712,1
0.788,0.334,1
0.833,0.322,1
0.586,0.58,1
0.829,0.186,1
0.538,0.741,1
0.809,0.267,1
0.646,0.97,1
0.712,0.651,1
0.771,0.928,1
0.653,1.049,1
0.606,0.635,1
0.689,0.999,1
0.655,0.602,1
0.852,0.284,1
0.722,0.963,1
0.787,0.356,1
0.823,0.376,1
0.687,0.928,1
0.685,0.939,1
0.747,0.983,1
0.648,0.934,1
0.69,0.957,1
0.746,0.901,1
0.626,0.672,1
0.695,0.678,1
0.697,0.64,1
0.508,0.742,1
0.609,0.162,1
0.688,0.033,1
0.755,0.253,1
0.792,0.308,1
0.741,0.854,1
0.639,0.765,1
0.592,0.638,1
0.715,0.079,1
0.885,0.392,1
0.726,0.222,1
0.634,0.682,1
0.589,0.77,1
0.544,0.75,1
0.649,0.071,1
0.756,0.67,1
0.498,0.702,1
0.664,0.676,1
0.428,0.709,1
0.85,0.305,1
0.694,0.199,1
0.656,0.96,1
0.619,0.865,1
0.531,0.693,1
0.849,0.303,1
0.755,0.379,1
0.657,0.932,1
0.66,0.625,1
0.856,0.306,1
0.654,0.963,1
0.772,1.032,1
0.774,0.033,1
0.448,0.582,1
0.527,0.927,1
0.626,0.691,1
0.802,0.891,1
0.756,0.211,1
0.747,0.928,1
0.618,0.937,1
0.619,1.065,1
0.543,0.77,1
0.737,0.106,1
0.749,0.379,1
0.646,1.015,1
0.652,0.594,1
0.709,1.037,1
0.577,1.009,1
0.868,0.265,1
0.892,0.428,1
0.746,0.961,1
0.69,0.144,1
0.687,0.858,1
0.742,0.202,1
0.827,0.356,1
0.796,0.104,1
0.819,0.334,1
0.536,0.872,1
0.847,0.367,1
0.702,0.946,1
0.697,0.294,1
0.575,0.703,1
0.674,0.641,1
0.645,0.571,1
0.767,0.063,1
0.611,0.629,1
0.655,0.111,1
0.867,0.289,1
0.686,0.153,1
0.575,1.039,1
0.804,0.344,1
0.726,0.111,1
0.774,0.34,1
0.604,0.003,1
0.725,1.012,1
0.715,0.158,1
0.747,0.315,1
0.805,0.233,1
0.748,0.371,1
0.883,0.338,1
0.655,0.665,1
0.796,0.906,1
0.645,0.146,1
0.7,0.072,1
0.812,0.383,1
0.688,0.17,1
0.574,0.636,1
0.745,0.191,1
0.472,0.665,1
0.625,0.97,1
0.789,0.105,1
0.761,0.015,1
0.568,0.866,1
0.769,0.172,1
0.748,0.068,1
0.835,0.33,1
0.707,0.882,1
0.67,1.005,1
0.862,0.361,1
0.903,0.38,1
0.688,0.929,1
0.567,0.128,1
0.606,0.049,1
0.614,0.668,1
0.534,0.725,1
0.899,0.35,1
0.636,0.92,1
0.65,0.909,1
0.628,0.061,1
0.657,0.848,1
0.71,0.323,1
0.819,0.414,1
0.753,0.147,1
0.659,0.045,1
0.775,0.335,1
0.651,0.862,1
0.708,0.687,1
0.763,0.248,1
0.755,0.03,1
0.563,0.74,1
0.615,0.866,1
0.729,0.042,1
0.739,0.123,1
0.855,0.26,1
0.641,0.618,1
0.704,0.921,1
0.778,0.176,1
0.721,0.039,1
0.706,0.122,1
0.649,0.773,1
0.672,0.863,1
0.569,0.623,1
0.535,0.626,1
0.593,0.703,1
0.757,0.047,1
0.848,0.36,1
0.84,0.115,1
0.637,0.955,1
0.622,0.052,1
0.68,0.048,1
0.606,0.559,1
0.866,0.298,1
0.686,0.678,1
0.771,0.896,1
0.828,0.292,1
0.738,0.98,1
0.667,0.324,1
0.8,0.314,1
0.575,0.679,1
0.805,0.22,1
0.666,0.173,1
0.599,0.958,1
0.758,0.047,1
0.639,0.943,1
0.82,0.22,1
0.769,0.207,1
0.624,0.822,1
0.904,0.336,1
0.556,0.65,1
0.685,0.913,1
0.67,0.029,1
0.898,0.325,1
0.727,0.835,1
0.686,0.053,1
0.636,0.741,1
0.758,0.911,1
0.704,0.635,1
0.676,0.993,1
0.802,0.354,1
0.967,0.429,1
0.497,0.639,1
0.649,0.914,1
0.641,0.588,1
0.528,0.574,1
0.678,0.591,1
0.759,0.187,1
0.792,0.363,1
0.673,0.706,1
0.581,0.621,1
0.699,0.152,1
0.54,0.641,1
0.862,0.348,1
0.578,0.607,1
0.557,0.574,1
0.82,0.067,1
0.579,0.725,1
0.796,0.266,1
0.62,0.934,1
0.452,0.708,1
0.843,0.399,1
0.616,0.576,1
0.673,0.116,1
0.535,0.902,1
0.722,0.166,1
0.603,0.651,1
0.6,0.965,1
0.883,0.205,1
0.864,0.272,1
0.663,0.146,1
0.585,0.649,1
0.719,0.937,1
0.647,0.891,1
0.76,0.461,1
0.677,0.08,1
0.925,0.385,1
0.688,0.22,1
0.712,0.085,1
0.805,0.322,1
0.803,0.036,1
0.728,0.153,1
0.778,0.384,1
0.735,0.324,1
0.716,0.956,1
0.577,0.58,1
0.497,0.621,1
0.543,0.655,1
0.564,0.722,1
0.634,0.666,1
0.619,0.964,1
0.826,0.351,1
0.621,1.018,1
0.811,0.313,1
0.673,0.87,1
0.664,0.719,1
0.739,0.378,1
0.667,0.609,1
0.94,0.294,1
0.605,0.164,1
0.655,0.653,1
0.654,0.609,1
0.873,0.261,1
0.803,0.932,1
0.893,0.392,1
0.747,0.891,1
0.516,0.632,1
0.962,0.339,1
0.657,0.676,1
0.637,0.662,1
0.76,0.352,1
0.779,0.878,1
0.692,0.94,1
0.749,0.809,1
0.641,0.008,1
0.606,0.716,1
0.846,0.354,1
0.941,0.314,1
0.65,0.119,1
0.608,1.027,1
0.786,0.107,1
0.719,0.115,1
0.727,0.096,1
0.658,0.952,1
0.693,0.164,1
0.92,0.174,1
0.6,0.992,1
0.869,0.393,1
0.648,0.643,1
0.821,0.342,1
0.714,0.946,1
0.606,0.744,1
0.631,0.944,1
0.841,0.273,1
0.624,0.09,1
0.593,0.725,1
0.55,0.981,1
0.681,0.113,1
0.612,0.841,1
0.725,0.867,1
0.589,0.696,1
0.715,1.004,1
0.754,0.924,1
0.583,0.905,1
0.687,0.385,1
0.72,0.108,1
0.845,0.386,1
0.605,0.727,1
0.631,0.561,1
0.679,0.193,1
0.556,0.739,1
0.772,0.367,1
0.693,0.026,1
0.661,0.023,1
0.76,0.912,1
0.724,0.07,1
0.582,0.863,1
0.728,0.127,1
0.713,0.286,1
0.625,0.872,1
0.756,0.113,1
0.795,0.881,1
0.831,0.041,1
0.516,0.638,1
0.693,0.201,1
0.744,0.972,1
0.71,0.091,1
0.483,0.586,1
0.681,0.058,1
0.725,0.123,1
0.555,0.05,1
0.816,0.992,1
0.653,0.69,1
0.699,0.096,1
0.549,0.676,1
0.681,0.001,1
0.693,0.888,1
0.842,0.289,1
0.649,0.985,1
0.399,0.728,1
0.745,0.959,1
0.604,0.965,1
0.892,0.204,1
0.737,0.9,1
0.588,0.577,1
0.697,0.034,1
0.71,0.076,1
0.676,0.028,1
0.776,0.108,1
0.6,0.624,1
0.758,0.094,1
0.773,0.963,1
0.846,0.317,1
0.694,0.08,1
0.575,0.613,1
0.609,0.95,1
0.905,0.3,1
0.886,0.317,1
0.675,0.927,1
0.9,0.263,1
0.664,0.043,1
0.695,0.111,1
0.689,0.11,1
0.611,1.022,1
0.869,0.336,1
0.775,0.453,1
0.665,0.058,1
0.603,0.697,1
0.754,0.181,1
0.915,0.422,1
0.759,0.053,1
0.856,0.286,1
0.788,0.341,1
0.756,0.977,1
0.732,0.139,1
0.873,0.363,1
0.877,0.248,1
0.798,0.085,1
0.838,0.305,1
0.88,0.358,1
0.818,0.09,1
0.77,0.305,1
0.605,0.698,1
0.936,0.332,1
0.725,0.022,1
0.688,0.959,1
0.694,0.905,1
0.721,0.316,1
0.821,0.402,1
0.547,0.724,1
0.828,0.421,1
0.638,0.923,1
0.644,0.081,1
0.668,0.877,1
0.775,0.15,1
0.582,0.666,1
0.844,0.277,1
0.709,0.963,1
0.653,0.965,1
0.664,0.518,1
0.619,0.61,1
0.726,1.007,1
0.715,0.21,1
0.747,0.181,1
0.803,0.04,1
0.449,0.571,1
0.74,0.162,1
0.695,1,1
0.46,0.664,1
0.866,0.355,1
0.774,0.333,1
0.455,0.687,1
0.629,0.598,1
0.632,0.756,1
0.864,0.225,1
0.853,0.376,1
0.609,0.002,1
0.857,0.13,1
0.755,0.4,1
0.739,0.078,1
0.789,0.215,1
0.797,0.339,1
0.743,0.882,1
0.571,0.948,1
0.691,0.176,1
0.657,0.022,1
0.862,0.35,1
0.833,0.546,2
0.796,0.056,1
0.659,0.878,1
0.518,0.779,1
0.766,0.934,1
0.823,0.287,1
0.644,0.717,1
0.588,0.659,1
0.808,0.162,1
0.662,0.936,1
0.613,0.911,1
0.594,0.12,1
0.618,0.738,1
0.65,0.105,1
0.891,0.37,1
0.817,0.399,1
0.672,0.601,1
0.619,0.647,1
0.675,0.21,1
0.744,1.036,1
0.755,0.942,1
0.801,0.188,1
0.679,0.157,1
0.582,0.679,1
0.715,0.063,1
0.705,0.115,1
0.898,0.295,1
0.644,0.087,1
0.711,0.074,1
