x,y,label
0.804,0.136,1
0.641,0.934,1
0.646,0.95,1
0.753,0.18,1
0.714,0.01,1
0.645,1.019,1
0.587,0.738,1
0.652,0.105,1
0.674,0.939,1
0.729,0.035,1
0.741,0.978,1
0.651,0.675,1
0.88,0.338,1
0.503,0.706,1
0.619,0.556,1
0.646,0.042,1
0.538,0.667,1
0.66,1.013,1
0.573,0.589,1
0.702,0.139,1
0.838,0.382,1
0.609,0.615,1
0.643,0.917,1
0.678,0.111,1
0.643,0.677,1
0.829,0.342,1
0.563,0.796,1
0.663,0.086,1
0.711,1.053,1
0.677,0.961,1
0.73,0.03,1
0.708,0.922,1
0.578,0.747,1
0.811,0.296,1
0.816,0.332,1
0.532,0.706,1
0.813,0.058,1
0.694,0.189,1
0.672,0.781,1
0.618,0.939,1
0.599,0.95,1
0.802,0.988,1
0.745,0.902,1
0.739,0.143,1
0.754,0.126,1
0.763,0.338,1
0.678,0.933,1
0.693,0.914,1
0.945,0.289,1
0.716,0.911,1
0.729,0.895,1
0.705,0.094,1
0.909,0.244,1
0.898,0.31,1
0.619,0.661,1
0.647,0.659,1
0.753,0.082,1
0.82,0.056,1
0.75,0.9,1
0.583,0.72,1
0.682,0.559,1
0.646,0.169,1
0.857,0.282,1
0.899,0.289,1
0.791,0.251,1
0.605,0.106,1
0.866,0.297,1
0.645,0.903,1
0.873,0.302,1
0.606,0.638,1
0.948,0.381,1
0.76,0.129,1
0.755,1.062,1
0.641,0.669,1
0.866,0.35,1
0.639,0.724,1
0.544,0.687,1
0.583,0.645,1
0.691,0.936,1
0.834,0.323,1
0.742,0.199,1
0.611,0.688,1
0.646,0.959,1
0.694,0.944,1
0.771,0.147,1
0.782,0.821,1
0.695,1.09,1
0.574,0.708,1
0.781,0.071,1
0.779,0.421,1
0.765,0.051,1
0.548,0.655,1
0.632,0.056,1
0.806,0.043,1
0.829,0.379,1
0.715,0.859,1
0.713,0.125,1
0.777,0.16,1
0.637,0.153,1
0.776,0.933,1
0.688,0.994,1
0.782,0.222,1
0.612,0.987,1
0.841,0.363,1
0.638,0.897,1
0.467,0.946,-1
0.506,0.682,1
0.789,0.085,1
0.592,0.088,1
0.696,0.102,1
0.65,0.153,1
0.674,0.184,1
0.622,0.928,1
0.689,0.945,1
0.821,0.344,1
0.581,0.604,1
0.544,0.94,1
0.551,0.956,1
0.75,0.074,1
0.845,0.339,1
0.507,0.583,1
0.691,0.096,1
0.847,0.303,1
0.894,0.328,1
0.622,0.662,1
0.79,0.274,1
0.843,0.381,1
0.568,0.579,1
0.7,0.874,1
0.549,0.66,1
0.596,0.091,1
0.68,1.008,1
0.721,0.974,1
0.681,0.056,1
0.85,0.32,1
0.6,0.711,1
0.698,0.085,1
0.657,0.616,1
0.706,1.027,1
0.783,0.071,1
0.728,0.986,1
0.615,0.766,1
0.644,0.59,1
0.639,0.163,1
0.622,0.643,1
0.902,0.94,-1
0.551,0.661,1
0.705,0.889,1
0.657,0.077,1
0.668,0.583,1
0.597,0.58,1
0.758,0.117,1
0.876,0.328,1
0.813,0.274,1
0.702,0.111,1
0.718,0.049,1
0.717,1.023,1
0.709,0.133,1
0.732,0.064,1
0.816,0.203,1
0.67,0.028,1
0.635,0.078,1
0.765,0.131,1
0.67,0.929,1
0.785,0.099,1
0.888,0.097,2
0.784,0.382,1
0.632,0.655,1
0.885,0.435,1
0.805,0.159,1
0.815,0.181,1
0.659,0.099,1
0.775,0.963,1
0.721,0.043,1
0.682,0.986,1
0.629,0.616,1
0.537,0.7,1
0.9,0.307,1
0.712,0.891,1
0.66,0.082,1
0.784,0.412,1
0.73,0.934,1
0.766,0.422,1
0.645,0.933,1
0.579,0.6,1
0.77,0.342,1
0.792,0.143,1
0.707,0.039,1
0.705,0.085,1
0.964,0.364,1
0.822,0.322,1
0.651,0.609,1
0.72,0.078,1
0.823,0.428,1
0.609,0.652,1
0.616,1.006,1
0.714,0.997,1
0.854,0.425,1
0.608,0.961,1
0.69,0.023,1
0.732,0.09,1
0.734,0.043,1
0.857,0.236,1
0.751,0.481,1
0.651,0.883,1
0.668,0.627,1
0.86,0.074,1
0.758,0.169,1
0.849,0.377,1
0.737,0.317,1
0.673,0.76,1
0.659,1.023,1
0.786,0.389,1
0.74,0.148,1
0.784,0.348,1
0.681,0.073,1
0.657,0.893,1
0.701,0.868,1
0.666,0.162,1
0.693,0.06,1
0.661,0.213,1
0.716,1,1
0.717,0.271,1
0.843,0.378,1
0.708,0.101,1
0.69,0.135,1
0.797,0.127,1
0.641,0.915,1
0.698,0.046,1
0.695,1.001,1
0.765,0.087,1
0.68,0.036,1
0.733,0.444,1
0.723,0.124,1
0.886,0.328,1
0.7,0.529,1
0.743,0.358,1
0.723,1.001,1
0.46,0.638,1
0.8,0.286,1
0.644,0.939,1
0.619,0.685,1
0.792,0.415,1
0.692,0.937,1
0.626,0.829,1
0.555,0.942,1
0.784,0.199,1
0.55,0.683,1
0.805,1.092,2
0.88,0.236,1
0.823,0.307,1
0.631,0.838,1
0.815,0.358,1
0.527,0.667,1
0.544,0.123,1
0.777,0.954,1
0.607,0.695,1
0.698,0.026,1
0.751,0.424,1
0.663,0.845,1
0.537,0.609,1
0.563,0.742,1
0.607,0.709,1
0.733,0.297,1
0.722,0.02,1
0.637,0.214,1
0.765,0.923,1
0.719,0.99,1
0.622,0.205,1
0.789,0.126,1
0.546,0.619,1
0.737,0.004,1
0.64,1,1
0.736,1.067,1
0.515,0.74,1
0.64,0.685,1
0.801,0.339,1
0.598,0.93,1
0.505,0.669,1
0.711,0.151,1
0.694,0.956,1
0.78,1.042,1
0.726,0.138,1
0.648,0.655,1
0.716,0.069,1
0.584,0.618,1
0.581,0.666,1
0.59,0.685,1
0.561,0.717,1
0.749,0.229,1
0.657,0.592,1
0.611,0.71,1
0.856,0.137,1
0.814,0.226,1
0.684,0.961,1
0.605,0.612,1
0.753,0.158,1
0.784,0.341,1
0.645,0.031,1
0.708,0.106,1
0.706,0.864,1
0.808,0.039,1
0.821,0.918,1
0.718,0.094,1
0.591,0.952,1
0.679,0.834,1
0.615,0.729,1
0.87,0.979,-1
0.735,0.071,1
0.721,0.156,1
0.738,0.448,1
0.793,0.34,1
0.698,0.216,1
0.65,0.627,1
0.695,0.355,1
0.708,0.105,1
0.794,0.406,1
0.713,0.967,1
0.655,0.03,1
0.523,0.601,1
0.7,0.196,1
0.658,0.863,1
0.785,0.118,1
0.642,0.568,1
0.645,0.953,1
0.56,0.589,1
0.711,1.027,1
0.689,0.061,1
0.551,0.653,1
0.783,0.049,1
0.785,0.342,1
0.615,0.973,1
0.712,0.661,1
0.55,0.967,1
0.647,0.991,1
0.815,0.37,1
0.622,0.149,1
0.711,0.99,1
0.624,1.017,1
0.591,0.749,1
0.92,0.362,1
0.735,0.114,1
0.916,0.257,1
0.625,0.147,1
0.652,1.008,1
0.582,0.5,1
0.581,0.678,1
0.688,0.154,1
0.708,0.969,1
0.801,0.108,1
0.759,0.966,1
0.78,0.953,1
0.807,0.348,1
0.722,0.915,1
0.645,0.963,1
0.601,0.632,1
0.779,0.431,1
0.771,0.135,1
0.66,0.944,1
0.607,0.82,1
0.679,0.948,1
0.837,0.381,1
0.616,0.12,1
0.636,0.678,1
0.702,0.754,1
0.714,0.992,1
0.573,0.687,1
0.669,0.159,1
0.596,0.15,1
0.5,0.642,1
0.691,0.168,1
0.858,0.385,1
0.814,0.345,1
0.656,0.754,1
0.727,0.941,1
0.718,0.926,1
0.668,0.596,1
0.782,0.433,1
0.679,0.85,1
0.577,0.684,1
0.541,0.661,1
0.783,0.031,1
0.604,0.599,1
0.737,1.062,1
0.568,0.607,1
0.856,0.413,1
0.771,0.907,1
0.874,0.315,1
0.696,0.822,1
0.53,0.656,1
0.83,0.265,1
0.639,0.624,1
0.844,0.319,1
0.753,1.046,1
0.743,0,1
0.687,0.173,1
0.797,0.32,1
0.772,0.306,1
0.648,0.904,1
0.771,0.988,1
0.675,0.603,1
0.754,0.964,1
0.576,0.152,1
0.899,0.319,1
0.731,0.217,1
0.586,1.052,1
0.466,0.611,1
0.628,0.999,1
0.769,0.105,1
0.757,0.403,1
0.6,0.634,1
0.728,0.933,1
0.899,0.348,1
0.694,0.823,1
0.727,0.339,1
0.811,0.098,1
0.772,0.359,1
0.891,0.2,1
0.809,0.301,1
0.736,0.121,1
0.798,0.367,1
0.617,1.09,1
0.611,0.651,1
0.609,0.982,1
0.609,0.703,1
0.67,0.956,1
0.784,0.417,1
0.739,0.089,1
0.627,0.564,1
0.641,0.04,1
0.695,0.183,1
0.816,0.296,1
0.741,1.013,1
0.886,0.335,1
0.793,0.264,1
0.593,0.608,1
0.697,1.047,1
0.611,0.697,1
0.751,0.974,1
0.658,0.906,1
0.689,0.178,1
0.693,0.903,1
0.835,0.371,1
0.842,0.462,1
0.675,0.127,1
0.628,0.075,1
0.625,0.636,1
0.682,1.089,1
0.753,0.896,1
0.903,0.37,1
0.607,0.585,1
0.646,0.098,1
0.721,0.065,1
0.632,0.034,1
0.756,0.121,1
0.847,0.295,1
0.63,0.689,1
0.774,0.109,1
0.626,0.754,1
0.767,0.309,1
0.685,0.175,1
0.74,0.031,1
0.646,0.628,1
0.799,0.383,1
0.623,0.565,1
0.465,0.798,-1
0.873,0.261,1
0.694,0.958,1
0.755,0.429,1
0.554,0.657,1
0.595,0.605,1
0.57,0.705,1
0.702,0.09,1
0.555,0.694,1
0.688,0.932,1
0.581,0.646,1
0.671,0.054,1
0.884,0.433,1
0.673,0.918,1
0.735,0.145,1
0.677,0.133,1
0.781,0.38,1
0.614,0.896,1
0.803,0.276,1
0.705,0.991,1
0.739,0.598,1
0.643,0.954,1
0.735,0.213,1
0.687,0.6,1
0.573,0.584,1
0.781,0.189,1
0.612,0.588,1
0.751,0.061,1
0.837,0.408,1
0.745,0.916,1
0.632,0.935,1
0.806,0.326,1
0.644,0.121,1
0.738,0.971,1
0.704,0.099,1
0.583,0.605,1
0.697,0.934,1
0.547,0.685,1
0.635,0.901,1
0.741,0.909,1
0.746,0.947,1
0.66,0.11,1
0.847,0.279,1
0.659,0.143,1
0.686,0.093,1
0.515,0.728,1
0.812,0.352,1
0.61,0.629,1
0.7,0.05,1
0.824,0.233,1
0.863,0.376,1
0.597,0.727,1
0.772,0.342,1
0.743,0.065,1
0.809,0.34,1
0.721,0.982,1
0.658,0.024,1
0.857,0.411,1
0.671,0.678,1
0.718,0.15,1
0.667,0.008,1
0.628,0.906,1
0.862,0.425,1
0.636,0.609,1
0.816,0.093,1
0.668,0.19,1
0.683,0.908,1
0.615,0.07,1
0.671,0.86,1
0.576,0.928,1
0.671,1.041,1
0.783,0.303,1
0.815,0.41,1
0.62,0.588,1
0.713,0.166,1
0.674,0.98,1
0.641,0.631,1
0.752,0.993,1
0.622,0.013,1
0.838,0.231,1
0.799,0.346,1
0.753,0.041,1
0.611,0.94,1
0.886,0.366,1
0.829,0.279,1
0.791,0.635,2
0.629,0.698,1
0.608,1.013,1
0.713,0.489,2
0.775,0.067,1
0.754,0.053,1
0.637,0.546,1
0.884,0.225,1
0.69,0.866,1
0.59,0.599,1
0.789,0.968,1
0.728,0.056,1
0.738,0.886,1
0.485,0.55,1
0.717,0.917,1
0.707,0.074,1
0.663,0.64,1
0.766,0.934,1
0.683,0.134,1
0.571,0.046,1
0.788,0.965,1
0.518,0.7,1
0.751,0.098,1
0.726,0.129,1
0.873,0.332,1
0.836,0.317,1
0.775,0.189,1
0.667,1.047,1
0.582,0.977,1
0.827,0.462,1
0.71,0.323,1
0.537,0.662,1
0.811,0.382,1
0.812,0.341,1
0.586,0.582,1
0.639,0.926,1
0.803,0.231,1
0.698,0.128,1
0.657,0.878,1
0.649,0.863,1
0.744,0.912,1
0.699,0.664,1
0.85,0.395,1
0.822,0.209,1
0.923,0.252,1
0.712,0.01,1
0.815,0.221,1
0.586,0.559,1
0.594,0.934,1
0.633,0.666,1
0.641,0.553,1
0.799,0.361,1
0.545,0.678,1
0.751,0.049,1
0.833,0.392,1
0.705,0.162,1
0.722,0.963,1
0.859,0.298,1
0.619,0.785,1
0.697,0.671,1
0.669,0.907,1
0.641,0.933,1
0.863,0.165,1
0.775,0.117,1
0.586,0.957,1
0.736,0.223,1
0.661,0.693,1
0.463,0.701,1
0.621,0.217,1
0.811,0.363,1
0.574,0.608,1
0.652,0.133,1
0.668,0.994,1
0.832,0.374,1
0.534,0.657,1
0.7,0.1,1
0.828,0.303,1
0.71,0.035,1
0.752,0.852,1
0.652,0.72,1
0.519,0.593,1
0.555,0.647,1
0.677,0.941,1
0.638,0.626,1
0.688,0.782,1
0.553,0.927,1
0.597,0.744,1
0.874,0.224,1
0.69,0.981,1
0.797,0.318,1
0.758,0.1,1
0.698,0.155,1
0.676,0.014,1
0.674,1.033,1
0.857,0.364,1
0.741,0.077,1
0.668,0.637,1
0.531,0.696,1
0.796,0.232,1
0.523,0.654,1
0.641,0.608,1
0.725,0.854,1
0.767,0.303,1
0.686,0.148,1
0.765,0.056,1
0.65,0.627,1
0.595,0.634,1
0.653,0.178,1
0.759,1.018,1
0.627,0.595,1
0.637,0.522,1
0.809,0.394,1
0.644,0.694,1
0.661,0.935,1
0.475,0.688,1
0.804,0.345,1
0.644,0.88,1
0.917,0.418,1
0.748,0.14,1
0.545,0.59,1
0.718,0.231,1
0.787,0.412,1
0.718,0.71,1
0.599,0.974,1
0.555,0.694,1
0.522,0.725,1
0.546,0.945,1
0.667,0.642,1
0.755,0.292,1
0.681,0.863,1
0.681,0.766,1
0.86,0.484,1
0.725,0.19,1
0.713,0.049,1
0.621,0.988,1
0.637,0.049,1
0.625,0.153,1
0.894,0.901,-1
0.688,1.017,1
0.687,0.096,1
0.657,0.786,1
0.857,0.102,1
0.783,0.36,1
0.821,0.078,1
0.762,0.991,1
0.828,0.26,1
0.693,1.003,1
0.727,0.874,1
0.706,0.128,1
0.766,0.101,1
0.715,0.633,1
0.853,0.342,1
0.687,0.299,1
0.721,0.128,1
0.849,0.264,1
0.755,0.503,1
0.876,0.429,1
0.697,0.191,1
0.69,0.949,1
0.548,0.633,1
0.578,0.687,1
0.54,0.684,1
0.875,0.376,1
0.949,0.33,1
0.783,0.236,1
0.792,0.948,1
0.626,0.938,1
0.501,0.718,1
0.739,0.093,1
0.739,0.145,1
0.612,0.963,1
0.58,0.721,1
0.71,0.049,1
0.79,0.98,1
0.474,0.044,-1
0.748,0.184,1
0.51,0.65,1
0.701,0.031,1
0.634,0.923,1
0.75,0.202,1
0.615,0.695,1
0.764,0.322,1
0.664,0.961,1
0.785,0.357,1
0.651,0.21,1
0.887,0.976,-1
0.688,0.14,1
0.665,0.909,1
0.659,0.107,1
0.747,0.361,1
0.473,0.752,1
0.725,0.973,1
0.753,0.096,1
0.522,0.731,1
0.662,0.339,1
0.688,0.842,1
0.775,0.337,1
0.596,0.749,1
0.785,0.924,1
0.741,0.851,1
0.591,0.035,1
0.829,0.096,1
0.859,0.326,1
0.646,0.741,1
0.779,0.047,1
0.644,0.158,1
0.837,0.259,1
0.658,0.885,1
0.885,0.272,1
0.708,0.675,1
0.813,0.299,1
0.669,0.642,1
0.659,0.924,1
0.592,0.886,1
0.469,0.733,1
0.826,0.427,1
0.695,0.914,1
0.811,1.005,1
0.649,0.662,1
0.505,0.607,1
0.685,0.098,1
0.845,0.336,1
0.766,0.811,1
0.574,0.601,1
0.746,0.91,1
0.697,0.143,1
0.659,0.221,1
0.882,0.441,1
0.467,0.634,1
0.775,0.114,1
0.859,0.33,1
0.687,0.986,1
0.852,0.153,1
0.794,0.003,1
0.85,0.388,1
0.661,1.016,1
0.58,0.998,1
0.531,0.67,1
0.525,0.624,1
0.592,0.088,1
0.806,0.162,1
0.799,0.335,1
0.657,0.998,1
0.6,0.718,1
0.661,0.934,1
0.862,0.404,1
0.642,0.116,1
0.763,0.14,1
0.77,0.337,1
0.606,0.73,1
0.763,0.132,1
0.807,0.372,1
0.967,0.43,1
0.537,0.625,1
0.818,0.378,1
0.796,0.354,1
0.705,0.904,1
0.654,0.055,1
0.683,0.095,1
0.713,0.083,1
0.644,0.133,1
0.663,0.085,1
0.686,1.008,1
0.821,0.374,1
0.705,0.241,1
0.46,0.617,1
0.621,0.682,1
0.58,0.665,1
0.752,0.083,1
0.652,1.126,2
0.622,0.86,1
0.888,0.403,1
0.817,0.316,1
0.786,0.059,1
0.639,0.694,1
0.639,0.929,1
0.717,0.982,1
0.558,0.548,1
0.889,0.208,1
0.709,0.995,1
0.802,0.652,-1
0.746,0.88,1
0.904,0.309,1
0.804,0.382,1
0.63,1.109,1
0.768,0.876,1
0.594,0.604,1
0.728,0.042,1
0.772,0.352,1
0.655,0.888,1
0.741,0.08,1
0.743,0.991,1
0.582,0.641,1
0.777,0.183,1
0.638,0.96,1
0.644,0.133,1
0.702,0.598,1
0.73,0.011,1
0.716,0.322,1
0.668,0.821,1
0.567,0.511,1
0.838,0.427,1
0.733,0.122,1
0.867,0.076,1
0.735,0.049,1
0.847,0.032,1
0.796,0.407,1
0.906,0.205,1
0.618,0.872,1
0.668,0.9,1
0.636,0.094,1
0.746,0.95,1
0.59,0.738,1
0.832,0.324,1
0.915,0.337,1
0.763,0.086,1
0.731,0.886,1
0.651,1.044,1
0.822,0.374,1
0.734,0.146,1
0.787,0.358,1
0.883,0.328,1
0.655,0.91,1
0.604,0.87,1
0.641,1.073,1
0.698,0.215,1
0.745,0.948,1
0.667,1.022,1
0.753,0.001,1
0.633,0.03,1
0.782,0.268,1
0.852,0.329,1
0.623,0.91,1
0.6,0.974,1
0.82,0.907,1
0.727,0.972,1
0.76,0.134,1
0.692,0.855,1
0.75,0.179,1
0.537,0.585,1
0.765,0.825,1
0.757,0.397,1
0.716,0.872,1
0.765,0.204,1
0.687,0.085,1
0.766,0.339,1
0.714,0.035,1
0.677,0.105,1
0.648,0.929,1
0.668,0.249,1
0.796,0.076,1
0.804,0.086,1
0.825,0.411,1
0.53,0.952,1
0.497,0.875,-1
0.782,0.15,1
0.651,0.828,1
0.577,0.566,1
0.53,0.546,1
0.698,0.053,1
0.697,0.826,1
0.648,0.121,1
0.629,1.005,1
0.761,0.083,1
0.862,0.31,1
0.582,0.125,1
0.636,0.647,1
0.842,0.313,1
0.893,0.394,1
0.797,0.339,1
0.705,0.985,1
0.613,0.08,1
0.512,0.632,1
0.646,0.664,1
0.557,0.534,1
0.613,0.91,1
0.765,0.34,1
0.585,0.733,1
0.601,0.756,1
0.518,0.625,1
0.875,0.383,1
0.642,0.143,1
0.834,0.284,1
0.809,0.295,1
0.664,0.637,1
0.785,0.429,1
0.497,0.702,1
0.883,0.94,-1
0.785,0.908,1
0.681,0.12,1
0.72,0.266,1
0.742,0.999,1
0.529,0.709,1
0.718,0.054,1
0.715,0.993,1
0.68,0.185,1
0.689,0.136,1
0.764,0.938,1
0.748,0.938,1
0.722,0.116,1
0.686,0.12,1
0.642,0.101,1
0.598,0.675,1
0.87,0.235,1
0.573,0.641,1
0.903,0.349,1
0.853,0.319,1
0.675,0.633,1
0.687,0.07,1
0.606,0.606,1
0.752,0.174,1
0.756,0.397,1
0.57,0.608,1
0.708,0.916,1
0.845,0.344,1
0.667,0.207,1
0.688,0.916,1
0.741,0.209,1
0.646,0.164,1
0.65,0.152,1
0.673,0.122,1
0.855,0.403,1
0.761,0.944,1
0.638,1.044,1
0.822,0.334,1
0.655,0.978,1
0.689,0.864,1
0.84,0.349,1
0.789,1.052,1
0.631,1.007,1
0.821,0.287,1
0.914,0.299,1
0.791,0.829,1
0.72,0.345,1
0.684,0.931,1
0.863,0.466,1
0.776,0.359,1
0.679,0.858,1
0.685,0.183,1
0.958,0.299,1
0.784,0.093,1
0.638,0.041,1
0.683,1.007,1
0.631,0.724,1
0.703,1.038,1
0.662,0.908,1
0.675,1.053,1
0.46,0.732,1
0.686,0.965,1
0.606,0.166,1
0.691,0.916,1
0.74,0.164,1
0.628,0.673,1
0.6,0.684,1
0.681,0.064,1
0.815,0.407,1
0.632,1.03,1
0.655,0.141,1
0.689,0.205,1
0.776,0.213,1
0.673,0.704,1
0.676,0.933,1
0.832,0.251,1
0.728,0.929,1
0.832,0.208,1
0.782,0.381,1
0.599,0.712,1
0.642,0.714,1
0.559,0.585,1
0.848,0.281,1
0.644,0.07,1
0.635,0.988,1
0.642,0.597,1
0.645,0.804,1
0.855,0.334,1
0.67,0.735,1
0.559,0.664,1
0.64,0.974,1
0.891,0.345,1
0.843,0.326,1
0.645,0.706,1
0.582,0.736,1
0.875,0.338,1
0.691,0.261,1
0.693,0.099,1
0.688,0.688,1
0.77,0.345,1
0.658,0.704,1
0.797,0.018,1
0.729,0.873,1
0.736,0.896,1
0.602,0.731,1
0.757,0.941,1
0.76,0.921,1
0.552,0.687,1
0.641,0.899,1
0.757,1.029,1
0.809,0.308,1
0.675,0.934,1
0.689,0.053,1
0.521,0.667,1
0.778,0.297,1
0.754,0.251,1
0.632,0.637,1
0.74,0.102,1
0.744,1.014,1
0.638,0.117,1
0.593,0.982,1
0.727,0.993,1
0.936,0.298,1
0.713,0.937,1
0.739,0.119,1
0.689,0.934,1
0.846,0.065,1
0.846,0.412,1
0.637,0.929,1
0.531,0.669,1
0.648,1.025,1
0.63,0.044,1
0.671,0.604,1
0.64,0.01,1
0.765,0.174,1
0.569,0.14,1
0.709,0.996,1
0.727,0.911,1
0.769,0.311,1
0.731,0.867,1
0.813,0.052,1
0.826,0.438,1
0.506,0.677,1
0.839,0.305,1
0.68,0.016,1
0.735,0.979,1
0.554,0.611,1
0.721,0.779,1
0.626,0.975,1
0.835,0.292,1
0.543,0.983,1
0.868,0.27,1
0.719,0.988,1
0.829,0.494,1
0.874,0.296,1
0.9,0.232,1
0.616,0.967,1
0.749,0.292,1
0.53,0.66,1
0.696,0.692,1
0.76,0.288,1
0.625,0.584,1
0.713,0.379,1
0.66,0.906,1
0.527,0.575,1
0.745,0.939,1
0.482,0.758,1
0.969,0.306,1
0.544,0.696,1
0.768,0.045,1
0.837,0.277,1
0.639,0.682,1
0.681,0.06,1
0.54,0.627,1
0.619,0.948,1
0.829,0.311,1
0.773,1.058,1
0.625,0.221,1
1.02,0.229,-1
0.887,0.265,1
0.805,0.301,1
0.766,1.024,1
0.67,0.866,1
0.568,0.594,1
0.888,0.402,1
0.701,0.131,1
0.765,0.913,1
0.776,0.269,1
0.689,1.003,1
0.73,0.159,1
0.579,0.687,1
0.646,0.608,1
0.511,0.671,1
0.726,0.135,1
0.823,0.108,1
0.77,0.372,1
0.763,0.098,1
0.791,0.445,1
0.585,0.744,1
0.7,0.031,1
0.497,0.716,1
0.649,0.888,1
0.91,0.396,1
0.601,1.094,2
0.76,1.025,1
0.667,1.027,1
0.643,0.684,1
0.525,0.713,1
0.758,0.084,1
0.795,1.024,1
0.807,0.221,1
0.697,0.307,1
0.66,0.657,1
0.731,0.119,1
0.568,0.868,1
0.77,0.055,1
0.667,0.873,1
0.651,0.186,1
0.842,0.429,1
0.789,0.387,1
0.857,0.287,1
0.565,0.683,1
0.698,0.937,1
0.661,0.947,1
0.63,0.199,1
0.842,0.331,1
0.693,0.919,1
0.77,0.079,1
0.613,0.688,1
0.703,0.934,1
0.896,0.362,1
0.721,0.962,1
0.561,0.884,1
0.66,0.609,1
0.713,0.988,1
0.864,0.416,1
0.949,0.339,1
0.754,0.078,1
0.96,0.268,1
0.731,0.376,1
0.776,0.292,1
0.897,0.346,1
0.79,0.134,1
0.704,0.141,1
0.778,0.214,1
0.741,0.297,1
0.97,0.444,2
0.808,0.265,1
0.707,0.719,1
0.614,0.678,1
0.676,0.788,1
0.561,0.63,1
0.676,0.882,1
0.727,1.037,1
0.824,0.288,1
0.97,0.323,1
0.575,0.64,1
0.87,0.333,1
0.775,0.227,1
0.727,0.145,1
0.524,0.684,1
0.577,0.678,1
0.813,0.343,1
0.829,0.915,1
0.805,0.311,1
0.762,0.169,1
0.656,0.057,1
0.826,0.443,1
0.699,0.931,1
0.686,0.892,1
0.825,0.908,1
0.78,0.963,1
0.698,0.988,1
0.624,0.577,1
0.688,1,1
0.53,0.655,1
0.745,0.996,1
0.841,0.167,1
0.662,0.597,1
0.594,0.661,1
0.75,0.132,1
0.741,0.297,1
0.835,0.415,1
0.631,0.632,1
0.645,0.635,1
0.761,0.035,1
0.806,0.94,1
0.642,0.937,1
0.616,0.628,1
0.684,0.878,1
0.631,1.01,1
0.756,0.968,1
0.643,0.794,1
0.624,0.096,1
0.771,0.872,1
0.811,0.32,1
0.59,0.699,1
0.882,0.379,1
0.631,0.844,1
0.663,0.71,1
0.734,0.633,1
0.757,0.183,1
0.704,0.023,1
0.635,0.064,1
0.803,0.334,1
0.781,0.418,1
0.528,0.589,1
0.864,0.34,1
0.617,0.071,1
0.62,0.737,1
0.597,0.931,1
0.71,0.165,1
0.699,1.031,1
0.659,0.698,1
0.86,0.35,1
0.663,0.654,1
0.716,0.992,1
0.865,0.316,1
0.727,0.109,1
0.574,0.704,1
0.805,0.219,1
0.851,0.34,1
0.854,0.277,1
0.733,0.099,1
0.635,0.932,1
0.758,0.092,1
0.847,0.187,1
