x,y,label
0.642,0.987,1
0.878,0.328,1
0.751,0.128,1
0.656,0.988,1
0.817,0.383,1
0.738,0.376,1
0.792,0.876,1
0.803,0.425,1
0.54,0.707,1
0.76,0.344,1
0.69,0.149,1
0.627,0.925,1
0.763,0.074,1
0.489,0.801,1
0.712,0.09,1
0.575,0.814,1
0.723,0.112,1
0.675,0.219,1
0.683,0.931,1
0.826,0.368,1
0.651,0.673,1
0.665,1.013,1
0.843,0.134,1
0.726,1.002,1
0.728,0.922,1
0.562,0.612,1
0.668,0.112,1
0.819,0.282,1
0.635,0.147,1
0.701,0.855,1
0.735,0.891,1
0.668,0.136,1
0.719,0.699,1
0.591,0.992,1
0.58,0.715,1
0.617,0.167,1
0.828,0.458,1
0.743,0.003,1
0.836,0.271,1
0.681,1.015,1
0.679,0.931,1
0.795,0.906,1
0.712,0.096,1
0.772,0.083,1
0.707,0.84,1
0.611,0.931,1
0.631,0.664,1
0.703,0.071,1
0.748,0.098,1
0.691,0.092,1
0.679,0.853,1
0.651,0.186,1
0.512,0.579,1
0.698,0.139,1
0.597,0.762,1
0.498,0.718,1
0.568,0.692,1
0.802,0.129,1
0.65,0.132,1
0.694,0.014,1
0.585,0.673,1
0.82,0.149,1
0.675,0.156,1
0.671,0.95,1
0.585,0.571,1
0.718,0.035,1
0.81,0.11,1
0.729,0.236,1
0.808,0.335,1
0.6,0.663,1
0.731,0.992,1
0.721,0.225,1
0.76,0.108,1
0.822,0.349,1
0.609,0.07,1
0.659,0.972,1
0.831,0.401,1
0.851,0.256,1
0.875,0.296,1
0.853,0.286,1
0.744,0.301,1
0.636,0.652,1
0.91,0.32,1
0.665,0.705,1
0.718,0.05,1
0.541,0.683,1
0.669,0.887,1
0.75,1.012,1
0.684,0.906,1
0.575,0.621,1
0.692,0.119,1
0.944,0.321,1
0.687,0.115,1
0.813,0.155,1
0.762,0.26,1
0.732,0.999,1
0.637,0.599,1
0.902,0.421,1
0.639,0.918,1
0.659,0.922,1
0.706,0.674,1
0.673,0.202,1
0.592,0.561,1
0.616,0.61,1
0.747,0.901,1
0.567,0.662,1
0.548,0.799,1
0.715,0.716,1
0.603,0.67,1
0.639,0.94,1
0.819,0.373,1
0.541,0.766,1
0.726,0.885,1
0.861,0.303,1
0.743,0.37,1
0.726,0.066,1
0.681,0.969,1
0.615,0.901,1
0.677,0.122,1
0.739,0.026,1
0.815,0.389,1
0.83,0.377,1
0.921,0.295,1
0.542,0.841,1
0.592,0.646,1
0.693,0.175,1
0.807,0.121,1
0.606,0.597,1
0.516,0.697,1
0.5,0.608,1
0.714,0.938,1
0.673,0.603,1
0.72,0.94,1
0.709,0.094,1
0.673,0.011,1
0.812,1.103,1
0.731,0.084,1
0.578,0.604,1
0.655,0.738,1
0.831,0.262,1
0.661,0.611,1
0.782,0.394,1
0.641,0.646,1
0.793,0.913,1
0.567,0.718,1
0.587,0.667,1
0.685,0.948,1
0.573,0.751,1
0.795,0.328,1
0.705,0.194,1
0.755,0.953,1
0.686,0.769,1
0.673,0.911,1
0.931,0.266,1
0.55,0.91,1
0.662,0.692,1
0.705,0.838,1
0.548,0.665,1
0.708,0.959,1
0.737,1.032,1
0.775,0.307,1
0.669,0.905,1
0.834,0.397,1
0.824,0.397,1
0.737,0.04,1
0.636,0.918,1
0.608,0.662,1
0.521,0.616,1
0.647,1.07,1
0.591,0.714,1
0.642,0.79,1
0.797,0.078,1
0.781,0.299,1
0.783,0.947,1
0.859,0.367,1
0.776,0.332,1
0.804,0.113,1
0.736,0.09,1
0.58,0.696,1
0.581,0.711,1
0.739,0.98,1
0.666,0.701,1
0.738,0.057,1
0.644,0.67,1
0.774,0.031,1
0.731,0.185,1
0.86,0.324,1
0.781,0.012,1
0.808,0.473,1
0.724,0.926,1
0.692,0.064,1
0.867,0.392,1
0.696,0.992,1
0.854,0.343,1
0.661,0.963,1
0.647,0.096,1
0.745,0.208,1
0.67,0.112,1
0.557,0.209,1
0.536,0.709,1
0.577,0.156,1
0.828,0.257,1
0.62,0.604,1
0.715,0.949,1
0.751,0.216,1
0.726,0.906,1
0.841,0.046,1
0.632,0.87,1
0.645,0.058,1
0.878,0.371,1
0.672,0.763,1
0.637,0.991,1
0.784,0.319,1
0.664,0.04,1
0.712,0.095,1
0.709,0.956,1
0.701,0.953,1
0.779,0.132,1
0.797,0.046,1
0.668,0.053,1
0.658,0.119,1
0.783,0.103,1
0.639,0.17,1
0.726,0.918,1
0.679,0.754,1
0.608,0.947,1
0.563,0.547,1
0.756,0.176,1
0.628,0.111,1
0.722,0.149,1
0.716,0.289,1
0.896,0.377,1
0.713,1.055,1
0.635,0.948,1
0.755,0.112,1
0.8,0.255,1
0.637,0.091,1
0.748,0.124,1
0.753,0.236,1
0.628,0.935,1
0.711,0.073,1
0.621,0.696,1
0.551,0.504,1
0.74,0.954,1
0.64,0.581,1
0.707,1.035,1
0.687,0.937,1
0.609,1.044,1
0.464,0.617,1
0.741,1.094,1
0.728,0.889,1
0.763,0.972,1
0.713,0.895,1
0.61,1.021,1
0.769,0.395,1
0.694,0.188,1
0.698,0.755,1
0.845,0.284,1
0.71,0.142,1
0.685,0.99,1
0.839,0.41,1
0.61,1.002,1
0.624,0.156,1
0.821,0.369,1
0.716,1.046,1
0.553,0.67,1
0.741,0.673,1
0.575,0.653,1
0.986,0.39,1
0.882,0.244,1
0.865,0.336,1
0.675,0.048,1
0.621,0.646,1
0.564,0.679,1
0.719,0.046,1
0.658,0.69,1
0.73,0.01,1
0.678,0.91,1
0.696,0.991,1
0.914,0.34,1
0.669,0.642,1
0.78,0.403,1
0.726,0.931,1
0.737,0.062,1
0.765,0.247,1
0.767,0.25,1
0.85,0.453,1
0.902,0.274,1
0.654,0.125,1
0.612,0.706,1
0.723,0.908,1
0.713,0.341,1
0.658,0.988,1
0.715,0.111,1
0.644,0.629,1
0.642,0.127,1
0.782,0.003,1
0.677,0.685,1
0.559,0.625,1
0.737,1.014,1
0.753,0.113,1
0.823,0.376,1
0.855,0.334,1
0.797,0.325,1
0.576,0.662,1
0.637,0.676,1
0.698,0.905,1
0.717,0.961,1
0.528,0.571,1
0.651,0.965,1
0.807,0.133,1
0.789,0.381,1
0.576,0.628,1
0.752,0.054,1
0.683,0.679,1
0.728,0.888,1
0.5,0.709,1
0.569,0.789,1
0.71,0.646,1
0.604,0.919,1
0.741,0.124,1
0.863,0.316,1
0.518,0.664,1
0.688,0.613,1
0.645,0.603,1
0.651,0.953,1
0.731,0.977,1
0.654,0.241,1
0.613,0.089,1
0.796,0.256,1
0.582,0.617,1
0.767,0.084,1
0.454,0.662,1
0.715,0.164,1
0.728,0.893,1
0.712,0.11,1
0.666,0.147,1
0.887,0.328,1
0.891,0.337,1
0.627,0.708,1
0.633,0.06,1
0.881,0.109,1
0.727,0.203,1
0.616,0.676,1
0.609,0.715,1
0.747,0.112,1
0.862,0.282,1
0.637,0.706,1
0.598,0.98,1
0.535,0.575,1
0.693,0.916,1
0.845,0.354,1
0.687,0.894,1
0.592,0.65,1
0.883,0.328,1
0.637,0.616,1
0.708,0.946,1
0.818,0.13,1
0.813,0.053,1
0.731,1.015,1
0.619,0.604,1
0.853,0.243,1
0.725,0.149,1
0.39,0.675,1
0.691,0.976,1
0.704,0.174,1
0.665,1.029,1
0.625,0.754,1
0.797,0.288,1
0.826,0.258,1
0.636,0.605,1
0.498,0.68,1
0.73,0.133,1
0.651,0.621,1
0.541,0.645,1
0.598,0.926,1
0.765,0.954,1
0.85,0.354,1
0.71,0.023,1
0.572,0.596,1
0.607,0.916,1
0.77,0.914,1
0.804,0.456,1
0.524,0.622,1
0.768,0.663,1
0.723,0.962,1
0.771,0.28,1
0.706,0.946,1
0.631,0.712,1
0.674,0.801,1
0.622,0.1,1
0.834,0.243,1
0.883,0.422,1
0.753,0.168,1
0.555,0.534,1
0.563,0.011,1
0.643,0.143,1
0.774,0.357,1
0.726,0.698,1
0.776,0.272,1
0.587,0.14,1
0.656,0.985,1
0.831,0.437,1
0.85,0.348,1
0.691,0.922,1
0.661,0.129,1
0.753,0.126,1
0.756,0.112,1
0.683,0.99,1
0.552,0.642,1
0.592,0.112,1
0.677,0.575,1
0.844,0.28,1
0.707,0.279,1
0.815,0.352,1
0.719,0.676,1
0.568,0.718,1
0.454,0.709,1
0.911,0.409,1
0.593,0.063,1
0.741,0.29,1
0.57,0.061,1
0.662,0.578,1
0.68,0.135,1
0.674,0.699,1
0.727,0.859,1
0.772,0.178,1
0.839,0.3,1
0.73,0.005,1
0.817,0.36,1
0.698,0.931,1
0.661,0.906,1
0.715,0.122,1
0.832,0.402,1
0.623,0.742,1
0.936,0.307,1
0.727,0.941,1
0.782,0.247,1
0.807,0.337,1
0.709,0.934,1
0.755,0.134,1
0.811,0.457,1
0.811,0.228,1
0.759,0.359,1
0.715,0.965,1
0.596,0.815,1
0.676,0.884,1
0.911,0.34,1
0.727,0.01,1
0.66,0.025,1
0.785,0.252,1
0.618,0.73,1
0.586,0.997,1
0.567,0.735,1
0.636,1.03,1
0.732,0.89,1
0.871,0.416,1
0.659,0.974,1
0.927,0.28,1
0.584,0.948,1
0.748,1.06,1
0.818,0.334,1
0.77,0.111,1
0.734,0.062,1
0.809,0.37,1
0.791,0.444,1
0.516,0.566,1
0.741,0.944,1
0.624,0.632,1
0.785,0.087,1
0.789,0.927,1
0.748,0.9,1
0.779,0.037,1
0.823,0.325,1
0.726,0.968,1
0.858,0.366,1
0.432,0.621,1
0.613,0.657,1
0.66,0.763,1
0.853,0.001,1
0.777,0.142,1
0.652,0.643,1
0.837,0.308,1
0.592,0.619,1
0.815,0.13,1
0.658,0.191,1
0.559,0.673,1
0.7,0.141,1
0.728,0.139,1
0.892,0.28,1
0.558,0.659,1
0.854,0.311,1
0.635,0.696,1
0.77,0.187,1
0.563,0.644,1
0.487,0.656,1
0.709,0.899,1
0.695,0.965,1
0.752,0.256,1
0.77,0.155,1
0.754,0.061,1
0.762,0.299,1
0.817,0.316,1
0.66,0.172,1
0.594,0.201,1
0.649,0.658,1
0.656,0.096,1
0.8,0.369,1
0.819,0.351,1
0.728,0.365,1
0.531,0.711,1
0.718,0.002,1
0.664,1.062,1
0.66,0.095,1
0.696,0.946,1
0.723,0.147,1
0.677,0.702,1
0.693,0.034,1
0.904,0.314,1
0.69,0.078,1
0.63,0.162,1
0.624,0.638,1
0.566,0.747,1
0.89,0.325,1
0.668,0.616,1
0.576,0.639,1
0.851,0.32,1
0.588,0.837,1
0.809,0.309,1
0.7,0.075,1
0.733,0.369,1
0.898,0.24,1
0.706,0.116,1
0.747,0.299,1
0.679,1.001,1
0.69,0.136,1
0.762,0.947,1
0.648,0.085,1
0.708,0.003,1
0.581,0.541,1
0.731,0.872,1
0.904,0.382,1
0.629,0.722,1
0.668,0.918,1
0.532,0.606,1
0.62,0.752,1
0.837,0.354,1
0.76,0.441,1
0.623,0.659,1
0.732,1.028,1
0.842,0.302,1
0.743,0.154,1
0.823,0.102,1
0.686,0.681,1
0.778,0.101,1
0.633,0.183,1
0.608,0.638,1
0.68,0.885,1
0.652,0.559,1
0.616,0.781,1
0.841,0.433,1
0.692,1.083,1
0.686,0.886,1
0.659,0.985,1
0.739,1.131,1
0.671,0.022,1
0.857,0.366,1
0.596,0.694,1
0.918,0.23,1
0.707,0.843,1
0.743,0.008,1
0.728,0.014,1
0.634,0.989,1
0.637,0.001,1
0.619,0.045,1
0.883,0.396,1
0.761,1.075,1
0.657,0.92,1
0.687,0.142,1
0.649,0.558,1
0.592,0.577,1
0.805,0.207,1
0.615,0.669,1
0.702,0.623,1
0.775,0.41,1
0.679,0.075,1
0.648,0.118,1
0.632,0.618,1
0.644,0.945,1
0.803,0.078,1
0.677,0.069,1
0.795,0.428,1
0.762,0.09,1
0.813,1.012,1
0.739,0.819,1
0.674,0.937,1
0.71,0.077,1
0.581,0.635,1
0.691,0.016,1
0.693,0.951,1
0.798,0.251,1
0.584,0.977,1
0.561,0.601,1
0.697,0.045,1
0.875,0.38,1
0.784,0.245,1
0.701,0.737,1
0.817,0.241,1
0.749,0.223,1
0.628,0.92,1
0.69,0.16,1
0.736,0.958,1
0.767,0.847,1
0.664,0.063,1
0.653,0.985,1
0.662,0.898,1
0.577,0.931,1
0.752,0.145,1
0.877,0.357,1
0.727,0.083,1
0.694,0.863,1
0.81,0.25,1
0.61,0.111,1
0.701,0.88,1
0.663,0.669,1
0.842,0.29,1
0.59,0.968,1
0.799,0.33,1
0.825,0.305,1
0.704,0.869,1
0.618,1.03,1
0.663,0.951,1
0.9,0.282,1
0.655,0.131,1
0.767,0.191,1
0.608,0.674,1
0.489,0.628,1
0.691,0.614,1
0.795,0.474,1
0.626,0.692,1
0.712,0.118,1
0.564,0.679,1
0.624,0.996,1
0.62,0.65,1
0.889,0.01,1
0.513,0.645,1
0.582,0.974,1
0.882,0.263,1
0.75,0.092,1
0.842,0.372,1
0.721,0.037,1
0.77,0.135,1
0.645,0.045,1
0.715,0.067,1
0.84,0.31,1
0.661,0.915,1
0.623,0.653,1
0.719,0.979,1
0.703,0.026,1
0.742,1.042,1
0.638,0.041,1
0.534,0.683,1
0.698,0.077,1
0.609,1.007,1
0.632,0.214,1
0.772,0.153,1
0.649,0.898,1
0.762,0.105,1
0.776,0.23,1
0.903,0.37,1
0.749,0.165,1
0.579,0.594,1
0.692,0.188,1
0.632,0.824,1
0.653,0.592,1
0.787,0.383,1
0.677,0.695,1
0.602,0.664,1
0.643,0.932,1
0.746,0.998,1
0.587,0.795,1
0.706,0.92,1
0.817,0.319,1
0.688,0.159,1
0.849,0.245,1
0.707,0.945,1
0.731,0.111,1
0.839,0.286,1
0.706,0.748,1
0.798,0.038,1
0.751,0.271,1
0.577,0.74,1
0.694,0.948,1
0.713,0.153,1
0.656,0.16,1
