x,y,label
0.659,1.033,1
0.691,0.952,1
0.648,0.888,1
0.926,0.39,1
0.704,0.092,1
0.834,0.315,1
0.76,0.125,1
0.764,0.144,1
0.753,0.939,1
0.603,0.727,1
0.663,0.066,1
0.644,0.963,1
0.714,0.369,1
0.701,0.013,1
0.75,0.103,1
0.856,0.339,1
0.635,0.567,1
0.678,0.953,1
0.719,0.33,1
0.866,0.297,1
0.71,0.186,1
0.789,0.264,1
0.905,0.343,1
0.61,0.745,1
0.606,0.698,1
0.701,0.058,1
0.652,0.826,1
0.564,0.681,1
0.583,0.657,1
0.78,0.338,1
0.737,0.157,1
0.655,0.912,1
0.866,0.367,1
0.664,1.035,1
0.551,0.504,1
0.658,0.088,1
0.477,0.716,1
0.702,1.006,1
0.771,0.33,1
0.699,0.079,1
0.824,0.446,1
0.82,0.353,1
0.608,0.861,1
0.704,0.131,1
0.673,1.004,1
0.733,0.131,1
0.834,0.079,1
0.705,0.023,1
0.75,1.001,1
0.566,0.661,1
0.716,0.109,1
0.848,0.324,1
0.722,0.179,1
0.623,0.904,1
0.668,0.898,1
0.677,0.094,1
0.818,0.447,1
0.68,0.932,1
0.666,0.615,1
0.749,0.071,1
0.706,0.011,1
0.668,0.139,1
0.62,0.042,1
0.645,0.655,1
0.658,0.585,1
0.59,0.686,1
0.584,0.941,1
0.676,0.936,1
0.783,0.179,1
0.845,0.232,1
0.658,0.106,1
0.95,0.297,1
0.842,0.399,1
0.716,0.973,1
0.709,0.9,1
0.832,0.318,1
0.568,0.57,1
0.627,0.645,1
0.699,0.089,1
0.699,0.078,1
0.576,0.883,1
0.669,0.683,1
0.636,0.624,1
0.697,0.599,1
0.817,0.361,1
0.692,0.875,1
0.583,0.634,1
0.622,0.832,1
0.688,0.683,1
0.7,0.696,1
0.824,0.044,1
0.712,0.933,1
0.723,0.301,1
0.592,0.108,1
0.627,0.808,1
0.703,0.079,1
0.775,0.29,1
0.588,0.763,1
0.749,0.066,1
0.811,0.387,1
0.698,0.906,1
0.709,0.036,1
0.749,0.071,1
0.935,0.262,1
0.709,0.692,1
0.719,0.627,1
0.756,1.05,1
0.812,0.286,1
0.726,0.069,1
0.764,0.294,1
0.616,0.997,1
0.755,0.316,1
0.665,0.627,1
0.631,0.92,1
0.855,0.382,1
0.674,0.962,1
0.612,0.781,1
0.605,0.737,1
0.561,0.635,1
0.58,0.633,1
0.763,0.406,1
0.681,0.966,1
0.823,0.368,1
0.824,0.36,1
0.815,0.303,1
0.678,0.876,1
0.7,0.114,1
0.668,0.604,1
0.669,0.916,1
0.559,0.721,1
0.643,0.954,1
0.623,1.023,1
0.812,0.366,1
0.703,0.989,1
0.75,0.276,1
0.837,0.252,1
0.632,0.715,1
0.744,0.34,1
0.642,0.969,1
0.781,0.238,1
0.479,0.621,1
0.864,0.376,1
0.782,0.367,1
0.624,0.121,1
0.921,0.295,1
0.564,0.765,1
0.589,0.619,1
0.85,0.293,1
0.692,0.7,1
0.516,1.037,1
0.729,0.91,1
0.921,0.351,1
0.615,0.9,1
0.718,0.904,1
0.559,0.615,1
0.658,0.071,1
0.769,0.127,1
0.694,0.089,1
0.885,0.33,1
0.673,0.141,1
0.759,0.172,1
0.676,0.132,1
0.779,0.325,1
0.594,0.841,1
0.576,0.629,1
0.583,0.999,1
0.734,0.14,1
0.505,0.649,1
0.606,0.593,1
0.684,0.939,1
0.883,0.291,1
0.661,0.162,1
0.826,0.378,1
0.857,0.298,1
0.735,0.319,1
0.921,0.254,1
0.66,0.068,1
0.591,0.656,1
0.552,0.734,1
0.585,0.706,1
0.567,0.56,1
0.723,0.392,1
0.599,0.632,1
0.78,0.628,1
0.724,0.131,1
0.609,0.66,1
0.674,0.926,1
0.782,0.382,1
0.539,0.689,1
0.587,0.693,1
0.716,0.056,1
0.768,0.939,1
0.566,0.609,1
0.847,0.388,1
0.75,1.096,1
0.709,0.907,1
0.824,0.404,1
0.707,0.125,1
0.643,0.627,1
0.698,0.298,1
0.642,0.876,1
0.652,0.654,1
0.522,0.714,1
0.691,0.96,1
0.706,0.146,1
0.808,0.917,1
0.835,0.322,1
0.695,1.058,1
0.51,0.961,1
0.713,0.905,1
0.679,0.962,1
0.787,0.302,1
0.687,0.108,1
0.685,0.17,1
0.792,0.332,1
0.692,0.094,1
0.724,0.08,1
0.672,0.907,1
0.547,0.513,1
0.515,0.648,1
0.547,0.575,1
0.596,0.66,1
0.773,0.958,1
0.554,0.672,1
0.665,0.154,1
0.701,0.186,1
0.62,0.639,1
0.663,0.088,1
0.895,0.297,1
0.575,0.72,1
0.871,0.295,1
0.752,0.338,1
0.733,1.033,1
0.733,0.076,1
0.709,0.802,1
0.85,0.39,1
0.902,0.396,1
0.621,0.618,1
0.617,0.721,1
0.625,0.9,1
0.828,0.378,1
0.74,0.679,1
0.549,0.734,1
0.849,0.301,1
0.602,0.003,1
0.657,0.946,1
0.842,0.31,1
0.762,0.85,1
0.765,0.137,1
0.591,0.668,1
0.694,0.411,1
0.556,0.718,1
0.562,0.805,1
0.546,0.641,1
0.753,0.885,1
0.601,0.789,1
0.522,0.657,1
0.849,0.286,1
0.609,0.95,1
0.629,0.579,1
0.828,0.351,1
0.701,1.024,1
0.61,0.676,1
0.771,0.326,1
0.673,0.654,1
0.611,0.69,1
0.638,0.653,1
0.712,0.975,1
0.715,0.892,1
0.715,0.084,1
0.636,0.703,1
0.796,0.164,1
0.701,0.144,1
0.671,0.012,1
0.66,0.105,1
0.568,0.691,1
0.626,0.604,1
0.535,0.711,1
0.642,0.114,1
0.712,0.93,1
0.597,0.139,1
0.864,0.229,1
0.807,0.268,1
0.793,0.386,1
0.595,0.616,1
0.819,0.383,1
0.712,0.08,1
0.675,0.193,1
0.798,0.326,1
0.835,0.177,1
0.914,0.314,1
0.573,0.608,1
0.839,0.38,1
0.883,0.242,1
0.657,0.055,1
0.733,0.666,1
0.685,0.915,1
0.716,0.067,1
0.584,0.937,1
0.758,0.936,1
0.824,0.318,1
0.741,0.032,1
0.745,0.091,1
0.65,0.647,1
0.809,0.942,1
0.876,0.321,1
0.648,0.67,1
0.809,0.012,1
0.675,1.008,1
0.861,0.305,1
0.605,0.165,1
0.941,0.299,1
0.657,0.956,1
0.651,0.086,1
0.661,0.886,1
0.704,0.209,1
0.66,0.175,1
0.582,0.651,1
0.62,0.05,1
0.767,0.14,1
0.534,0.603,1
0.581,0.624,1
0.604,0.908,1
0.542,0.664,1
0.774,0.383,1
0.534,0.676,1
0.77,0.113,1
0.938,0.28,1
0.889,0.322,1
0.891,0.317,1
0.577,0.616,1
0.771,0.267,1
0.468,0.615,1
0.624,0.677,1
0.843,0.26,1
0.737,0.158,1
0.758,0.312,1
0.66,0.573,1
0.868,0.425,1
0.57,0.572,1
0.645,0.613,1
0.872,0.365,1
0.72,0.832,1
0.815,0.046,1
0.7,0.11,1
0.616,0.676,1
0.602,0.695,1
0.691,0.179,1
0.7,0.85,1
0.578,0.81,1
0.581,0.643,1
0.476,0.653,1
0.729,0.882,1
0.93,0.34,1
0.622,0.849,1
0.769,0.285,1
0.52,0.628,1
0.701,0.838,1
0.536,0.627,1
0.588,0.938,1
0.884,0.315,1
0.661,0.918,1
0.64,0.692,1
0.599,0.713,1
0.703,0,1
0.676,0.13,1
0.738,0.929,1
0.545,0.695,1
0.846,0.271,1
0.621,0.786,1
0.657,0.701,1
0.608,0.754,1
0.636,0.037,1
0.881,0.332,1
0.754,0.924,1
0.662,0.985,1
0.591,0.655,1
0.614,0.652,1
0.692,0.921,1
0.858,0.27,1
0.599,0.89,1
0.797,0.324,1
0.717,0.235,1
0.724,0.395,1
0.892,0.311,1
0.791,0.308,1
0.713,0.153,1
0.567,0.663,1
0.492,0.709,1
0.741,0.133,1
0.591,0.142,1
0.937,0.374,1
0.757,0.183,1
0.698,0.114,1
0.723,0.015,1
0.669,0.23,1
0.752,0.477,1
0.801,0.231,1
0.735,0.935,1
0.661,0.9,1
0.555,0.622,1
0.627,0.528,1
0.747,0.411,1
0.482,0.694,1
0.655,0.094,1
0.82,0.205,1
0.771,0.453,1
0.628,0.162,1
0.71,0.817,1
0.601,0.983,1
0.603,0.933,1
0.829,0.361,1
0.593,0.61,1
0.851,0.249,1
0.86,0.374,1
0.813,0.312,1
0.683,0.894,1
0.883,0.207,1
0.775,0.869,1
0.784,0.038,1
0.668,0.58,1
0.582,0.757,1
0.624,0.929,1
0.497,0.658,1
0.947,0.399,1
0.756,0.105,1
0.58,0.681,1
0.564,0.681,1
0.513,0.637,1
0.683,1.017,1
0.834,0.076,1
0.775,0.037,1
0.789,0.922,1
0.605,0.998,1
0.781,0.298,1
0.863,0.329,1
0.673,0.141,1
0.669,0.636,1
0.678,0.99,1
0.579,0.965,1
0.472,0.705,1
0.723,0.812,1
0.697,0.635,1
0.743,0.434,1
0.613,0.925,1
0.532,0.673,1
0.726,1.063,1
0.814,0.295,1
0.62,0.104,1
0.576,0.879,1
0.587,0.061,1
0.721,0.928,1
0.746,0.874,1
0.876,0.33,1
0.729,0.748,1
0.692,0.165,1
0.642,0.958,1
0.713,0.997,1
0.761,0.343,1
0.51,0.66,1
0.721,0.449,1
0.78,0.819,1
0.764,0.129,1
0.606,0.648,1
0.74,0.933,1
0.606,0.562,1
0.948,0.36,1
0.692,0.841,1
0.533,0.607,1
0.786,0.225,1
0.741,0.144,1
0.71,0.129,1
0.854,0.347,1
0.565,0.627,1
0.801,0.373,1
0.745,0.838,1
0.664,0.883,1
0.633,0.707,1
0.706,0.123,1
0.714,0.035,1
0.82,0.296,1
0.709,0.142,1
0.539,0.642,1
0.58,0.703,1
0.841,0.885,1
0.67,0.885,1
0.815,0.349,1
0.582,0.989,1
0.731,0.122,1
0.666,0.074,1
0.715,0.079,1
0.622,0.621,1
0.715,0.063,1
0.751,0.899,1
0.709,0.581,1
0.665,0.973,1
0.735,0.022,1
0.805,1.024,1
0.618,0.934,1
0.58,0.618,1
0.682,1.147,1
0.498,0.684,1
0.806,0.146,1
0.725,0.388,1
0.691,0.204,1
0.731,0.989,1
0.612,0.873,1
0.572,0.698,1
0.714,0.966,1
0.73,0.018,1
0.686,0.697,1
0.845,0.329,1
0.696,0.083,1
0.708,0.959,1
0.714,1.056,1
0.525,0.557,1
0.768,0.313,1
0.791,0.32,1
0.776,0.976,1
0.699,0.614,1
0.788,0.246,1
0.632,0.849,1
0.716,0.042,1
0.76,0.435,1
0.649,0.656,1
0.667,0.081,1
0.594,0.013,1
0.765,0.154,1
0.673,0.081,1
0.655,0.966,1
0.628,0.955,1
0.822,0.241,1
0.691,0.918,1
0.881,0.311,1
0.63,0.051,1
0.689,0.936,1
0.682,0.756,1
0.672,0.253,1
0.578,0.922,1
0.772,0.293,1
0.824,0.293,1
0.602,0.935,1
0.611,0.878,1
0.902,0.274,1
0.596,0.611,1
0.579,0.705,1
0.732,0.019,1
0.707,0.016,1
0.515,0.688,1
0.83,1.049,1
0.675,0.69,1
0.744,0.147,1
0.508,0.997,1
0.708,0.148,1
0.606,0.037,1
0.682,0.668,1
0.611,0.646,1
0.971,0.338,1
0.688,0.824,1
0.698,0.97,1
0.808,0.309,1
0.824,0.275,1
0.688,0.024,1
0.463,0.643,1
0.79,0.413,1
0.708,0.166,1
0.755,0.182,1
0.651,0.186,1
0.696,0.925,1
0.572,0.727,1
0.565,0.595,1
0.679,0.979,1
0.703,0.88,1
0.609,0.794,1
0.705,0.119,1
0.879,0.411,1
0.456,0.686,1
0.783,0.289,1
0.825,0.391,1
0.603,0.64,1
0.711,0.902,1
0.684,0.319,1
0.72,0.983,1
0.651,0.719,1
0.715,0.351,1
0.611,0.672,1
0.891,0.336,1
0.706,1.001,1
0.731,0.28,1
0.588,0.817,1
0.521,0.667,1
0.707,1.091,1
0.555,0.613,1
0.601,0.148,1
0.504,0.689,1
0.872,0.354,1
0.694,0.701,1
0.618,0.667,1
0.832,0.371,1
0.739,0.401,1
0.749,0.182,1
0.802,0.27,1
0.669,0.602,1
0.802,0.177,1
0.674,1.018,1
0.847,0.339,1
0.781,0.366,1
0.828,0.45,1
0.743,0.962,1
0.552,0.58,1
0.637,1.025,1
0.744,0.95,1
0.703,0.191,1
0.725,0.411,1
0.849,0.326,1
0.692,1.004,1
0.505,0.708,1
0.803,0.031,1
0.687,0.113,1
0.801,0.373,1
0.783,0.407,1
0.665,0.018,1
0.75,0.919,1
0.768,0.184,1
0.847,0.097,1
0.836,0.335,1
0.86,0.289,1
0.625,0.701,1
0.586,0.788,1
0.754,0.039,1
0.767,0.05,1
0.832,0.289,1
0.725,0.188,1
0.636,0.11,1
0.757,0.129,1
0.762,0.123,1
0.641,0.914,1
0.917,0.348,1
0.625,0.759,1
0.797,0.967,1
0.629,0.621,1
0.67,0.734,1
0.668,0.723,1
0.682,0.702,1
0.683,0.19,1
0.638,0.657,1
0.717,0.995,1
0.864,0.367,1
0.9,0.423,1
0.644,0.951,1
0.573,0.633,1
0.824,0.388,1
0.701,0.128,1
0.683,0.877,1
0.864,0.282,1
0.724,0.935,1
0.86,0.117,1
0.686,0.902,1
0.639,0.127,1
0.814,0.321,1
0.693,0.141,1
0.862,0.28,1
0.692,1.051,1
0.823,0.388,1
0.758,0.91,1
0.702,0.929,1
0.761,0.095,1
0.693,0.947,1
0.716,0.033,1
0.717,0.946,1
0.71,0.712,1
0.669,0.623,1
0.72,0.958,1
0.672,0.928,1
0.705,0.134,1
0.587,0.66,1
0.665,0.953,1
0.862,0.318,1
0.634,0.937,1
0.471,0.767,1
0.845,0.305,1
0.61,0.714,1
0.766,0.185,1
0.83,0.37,1
0.748,0.33,1
0.514,0.635,1
0.674,0.835,1
0.532,0.76,1
0.71,0.027,1
0.549,0.693,1
0.66,0.704,1
0.822,0.329,1
0.543,0.785,1
0.863,0.346,1
0.738,0.646,1
0.654,0.953,1
0.73,0.086,1
0.79,0.956,1
0.539,0.712,1
0.802,0.302,1
0.72,0.003,1
0.71,0.922,1
0.862,0.341,1
0.652,0.647,1
0.729,1.002,1
0.612,0.99,1
0.902,0.325,1
0.723,0.932,1
0.684,0.333,1
0.553,0.64,1
0.847,0.365,1
0.648,0.929,1
0.654,0.711,1
0.574,0.646,1
0.521,0.775,1
0.544,0.616,1
0.586,0.639,1
0.595,0.679,1
0.684,0.012,1
0.652,0.945,1
0.715,0.011,1
0.737,0.964,1
0.829,0.311,1
0.714,0.08,1
0.72,0.072,1
0.683,0.083,1
0.77,0.378,1
0.618,0.198,1
0.775,0.365,1
0.712,0.302,1
0.657,0.898,1
0.716,0.153,1
0.625,0.64,1
0.785,0.103,1
0.634,0.651,1
0.753,0.04,1
0.713,0.021,1
0.804,0.927,1
0.622,0.121,1
0.59,0.741,1
0.612,0.712,1
0.723,0.157,1
0.75,0.161,1
0.78,0.361,1
0.878,0.059,1
0.652,1.044,1
0.558,0.67,1
0.659,0.632,1
0.851,0.259,1
0.625,0.961,1
0.845,0.358,1
0.589,0.108,1
0.751,0.221,1
0.741,0.042,1
0.617,0.909,1
0.524,0.814,1
0.848,0.34,1
0.651,0.144,1
0.779,0.282,1
0.704,1.069,1
0.702,0.079,1
0.591,0.719,1
0.899,0.365,1
0.788,0.261,1
0.615,0.772,1
0.702,0.946,1
0.778,0.058,1
0.741,0.263,1
0.504,0.629,1
0.675,0.627,1
0.831,0.344,1
0.683,0.165,1
0.661,0.024,1
0.643,0.145,1
0.618,0.65,1
0.816,0.277,1
0.617,0.936,1
0.548,0.706,1
0.66,0.645,1
0.531,0.69,1
0.698,0.104,1
0.575,0.739,1
0.641,1.005,1
0.724,0.111,1
0.822,0.37,1
0.611,0.137,1
0.759,0.1,1
0.66,0.701,1
0.599,0.767,1
0.659,0.914,1
0.552,0.656,1
0.698,0.188,1
0.799,0.321,1
0.656,0.595,1
0.811,0.253,1
0.62,0.708,1
0.725,0.956,1
0.697,0.207,1
0.585,0.539,1
0.659,0.932,1
0.731,0.185,1
0.567,0.614,1
0.865,0.343,1
0.735,0.132,1
0.621,0.753,1
0.695,0.332,1
0.824,0.392,1
0.582,0.928,1
0.709,0.92,1
0.576,0.724,1
0.595,0.881,1
0.829,0.303,1
0.816,0.404,1
0.693,0.888,1
0.725,0.984,1
0.878,0.363,1
0.847,0.31,1
0.491,0.668,1
0.84,0.252,1
0.77,0.124,1
0.828,0.263,1
0.759,0.195,1
0.76,0.28,1
0.668,0.039,1
0.694,0.116,1
0.78,0.009,1
0.788,0.298,1
0.773,0.355,1
0.589,0.986,1
0.597,0.803,1
0.687,0.337,1
0.815,0.278,1
0.8,0.289,1
0.91,0.387,1
0.778,0.401,1
0.849,0.285,1
0.664,0.066,1
0.694,0.948,1
0.544,0.554,1
0.79,0.349,1
0.856,0.391,1
0.544,0.656,1
0.792,0.308,1
0.649,0.918,1
0.614,1.008,1
0.68,0.056,1
0.785,0.337,1
0.504,0.624,1
0.65,0.639,1
0.596,0.571,1
0.654,0.028,1
0.646,0.676,1
0.659,1.019,1
0.725,0.966,1
0.801,0.317,1
0.518,0.655,1
0.711,0.169,1
0.652,0.13,1
0.621,0.703,1
0.587,0.129,1
0.643,0.823,1
0.828,0.418,1
0.844,0.359,1
0.652,0.107,1
0.571,0.754,1
0.743,0.139,1
0.82,0.35,1
0.773,0.286,1
0.755,0.004,1
0.656,0.976,1
0.813,0.14,1
0.763,0.496,1
0.818,0.259,1
0.638,0.616,1
0.711,0.811,1
0.8,0.898,1
0.621,0.019,1
0.834,0.296,1
0.591,0.763,1
0.699,0.837,1
0.913,0.367,1
0.743,0.045,1
0.671,0.981,1
0.608,0.96,1
0.743,0.34,1
0.767,0.321,1
0.901,0.338,1
0.5,0.676,1
0.68,0.08,1
0.672,0.071,1
0.789,0.11,1
0.743,0.102,1
0.695,0.861,1
0.891,0.454,1
0.573,0.731,1
0.667,0.165,1
0.712,0.134,1
0.689,0.216,1
0.688,0.897,1
0.686,0.893,1
0.714,0.146,1
0.823,0.078,1
0.694,0.173,1
0.857,0.44,1
0.374,0.655,1
0.737,0.078,1
0.678,0.128,1
0.707,0.868,1
0.779,0.28,1
0.819,1.027,1
0.634,0.731,1
0.736,0.173,1
0.689,0.051,1
0.727,0.883,1
0.735,0.402,1
0.685,0.066,1
0.622,0.925,1
0.492,0.664,1
0.675,0.131,1
0.738,0.92,1
0.77,1.046,1
0.754,0.094,1
0.718,0.145,1
0.754,0.326,1
0.599,0.883,1
0.891,0.287,1
0.579,0.607,1
0.638,0.029,1
0.577,0.655,1
0.682,0.004,1
0.571,0.698,1
0.72,0.136,1
0.7,0.085,1
0.659,0.992,1
0.645,0.131,1
0.637,0.986,1
0.627,0.93,1
0.694,0.366,1
0.881,0.377,1
0.837,0.356,1
0.79,0.309,1
0.79,0.216,1
0.659,0.876,1
0.704,0.888,1
0.679,0.898,1
0.623,0.715,1
0.642,0.961,1
0.582,0.787,1
0.87,0.316,1
0.707,0.626,1
0.682,0.95,1
0.594,0.709,1
0.606,0.751,1
0.656,0.101,1
0.786,0.275,1
0.617,0.627,1
0.558,0.618,1
0.634,0.73,1
0.926,0.267,1
0.607,0.724,1
0.612,0.75,1
0.586,0.775,1
0.626,0.654,1
0.765,0.941,1
0.775,0.248,1
0.717,1.011,1
0.609,0.047,1
0.908,0.37,1
0.71,0.959,1
0.663,0.998,1
0.859,0.229,1
0.616,0.657,1
0.621,0.677,1
0.661,0.981,1
0.712,0.91,1
0.739,0.054,1
0.708,0.578,1
0.773,0.331,1
0.729,0.851,1
0.726,0.085,1
0.809,0.311,1
0.862,0.28,1
0.702,0.117,1
0.808,0.305,1
0.604,0.778,1
0.801,0.375,1
0.645,0.986,1
0.68,0.924,1
0.665,0.914,1
0.525,0.773,1
0.788,0.398,1
0.705,0.098,1
0.719,0.415,1
0.708,0.143,1
0.852,0.082,1
0.707,0.183,1
0.865,0.271,1
0.663,1.01,1
0.74,0.382,1
0.793,0.324,1
0.853,0.295,1
0.676,0.901,1
0.827,0.096,1
0.85,0.276,1
0.807,0.939,1
0.882,0.36,1
0.84,0.362,1
0.769,1.012,1
0.602,0.637,1
0.824,0.2,1
0.697,0.155,1
0.546,0.949,1
0.584,0.756,1
0.709,0.106,1
0.536,0.712,1
0.75,0.982,1
0.805,0.311,1
0.84,0.342,1
0.87,0.352,1
0.703,0.992,1
0.758,0.292,1
0.55,0.69,1
0.741,0.119,1
0.604,0.641,1
0.944,0.365,1
0.581,1,1
0.65,0.605,1
0.653,1.031,1
0.62,0.649,1
0.834,0.036,1
0.55,0.685,1
0.655,0.095,1
0.733,0.88,1
0.703,0.1,1
0.622,0.644,1
0.835,0.323,1
0.686,0.957,1
0.727,0.092,1
0.94,0.383,1
0.856,0.267,1
0.745,0.875,1
0.581,0.15,1
0.647,0.64,1
0.474,0.664,1
0.871,0.255,1
0.778,0.15,1
0.615,0.998,1
0.586,0.685,1
0.809,0.153,1
0.831,0.326,1
0.649,0.985,1
0.622,0.561,1
0.704,0.106,1
0.524,0.632,1
0.706,0.117,1
0.78,0.277,1
0.717,0.069,1
0.747,0.937,1
0.661,0.935,1
0.723,0.981,1
0.866,0.281,1
0.564,0.583,1
0.676,0.66,1
0.627,0.719,1
0.566,0.699,1
0.643,0.559,1
0.673,0.797,1
0.66,0.969,1
0.811,0.366,1
0.734,0.916,1
0.723,1,1
0.584,0.989,1
0.718,0.17,1
0.628,0.947,1
0.654,0.178,1
0.611,0.735,1
0.522,0.588,1
0.906,0.351,1
0.866,0.271,1
0.668,0.081,1
0.738,0.431,1
0.904,0.289,1
0.691,0.918,1
0.62,0.073,1
0.691,0.108,1
0.857,0.326,1
0.821,0.348,1
0.9,0.32,1
0.667,0.067,1
0.681,0.004,1
0.535,0.576,1
0.623,0.98,1
0.836,0.262,1
0.788,0.321,1
0.724,0.139,1
0.805,0.878,1
0.536,0.993,1
0.775,0.009,1
0.608,0.65,1
0.78,0.314,1
0.82,0.368,1
0.898,0.454,1
0.643,0.067,1
0.637,0.659,1
0.708,0.161,1
0.564,0.535,1
0.693,0.923,1
0.522,0.637,1
0.806,0.337,1
0.637,0.711,1
0.66,0.926,1
0.764,0.37,1
0.702,0.97,1
0.808,0.068,1
0.781,0.331,1
0.657,0.082,1
0.785,0.314,1
0.713,0.202,1
0.75,0.18,1
0.739,0.137,1
0.743,0.911,1
0.602,0.6,1
0.661,0.726,1
0.643,0.643,1
0.573,0.644,1
0.547,0.74,1
0.795,0.085,1
0.553,0.637,1
0.758,0.027,1
0.771,0.085,1
0.597,0.736,1
0.777,0.088,1
0.63,1.028,1
0.677,0.673,1
0.717,0.086,1
0.572,0.631,1
0.786,0.986,1
0.833,0.176,1
0.702,0.877,1
0.667,0.217,1
0.658,0.896,1
0.883,0.179,1
0.554,0.64,1
0.574,0.896,1
0.499,0.729,1
0.757,0.351,1
0.714,0.147,1
0.888,0.33,1
0.888,0.346,1
0.796,0.433,1
0.808,0.254,1
0.917,0.418,1
0.887,0.361,1
0.585,0.647,1
0.585,0.164,1
0.661,0.1,1
0.74,0.976,1
0.783,1.002,1
0.633,0.12,1
0.726,0.297,1
0.891,0.33,1
0.71,0.949,1
0.86,0.394,1
0.829,0.31,1
0.762,0.164,1
0.923,0.295,1
0.647,0.017,1
0.558,0.755,1
0.684,0.964,1
0.552,0.726,1
0.873,0.367,1
0.725,0.155,1
0.75,0.144,1
0.625,0.677,1
0.667,0.609,1
0.911,0.319,1
0.793,0.062,1
0.58,0.014,1
0.93,0.39,1
0.687,0.683,1
0.724,0.244,1
0.627,0.985,1
0.592,0.644,1
0.852,0.439,1
0.783,0.019,1
0.675,0.051,1
0.661,0.95,1
0.735,0.292,1
0.877,0.33,1
0.666,0.643,1
0.779,0.31,1
0.635,0.875,1
0.562,0.7,1
0.734,0.113,1
0.839,0.91,1
0.567,0.8,1
0.592,0.92,1
0.666,0.651,1
0.642,0.949,1
0.782,0.212,1
0.902,0.354,1
0.681,0.956,1
0.689,0.212,1
0.86,0.324,1
0.659,0.978,1
0.765,0.867,1
0.677,0.896,1
0.758,0.053,1
0.679,1.009,1
0.682,0.187,1
0.861,0.39,1
0.577,0.671,1
0.701,0.965,1
0.776,1.004,1
0.762,0.963,1
0.639,0.643,1
0.617,0.08,1
0.89,0.183,1
0.736,0.996,1
0.622,0.916,1
0.846,0.383,1
0.943,0.25,1
0.723,0.607,1
0.847,0.299,1
0.653,0.128,1
0.78,0.24,1
0.664,0.105,1
0.903,0.432,1
0.82,0.138,1
0.638,0.996,1
